Output Values after the Softmax Function
0.745996
0.000634211
0.0838536
0.0392202
0.0041334
0.000411111
0.0285362
0.00091839
0.00446466
0.0109392
0.000541876
0.000568931
0.000199958
0.000808698
0.000574014
0.000751284
0.00462814
8.49E-05
0.000894067
0.00178405
0.000160588
0.0028378
0.0093996
2.02E-05
0.000879468
0.000764312
0.0004023
0.000243202
0.000640806
0.000140807
0.00307681
0.00812186
0.00252384
0.00295895
0.000208614
5.51E-05
0.00369253
0.00161641
0.000322154
0.000579941
1.43E-05
0.000126628
0.000283112
4.27E-05
0.0138887
0.00256264
4.45E-05
1.03E-05
0.000304425
0.0141172
1.12E-05
6.10E-06
0.000145645
0.837417
0.0024657
0.000906082
0.0145472
2.43E-05
0.00351743
0.000423858
7.04E-06
7.60E-06
0.000190064
0.000257069
0.015306
0.000622751
0.0218583
6.83E-05
7.18E-05
0.000273076
0.000312487
0.000287379
0.00051648
0.00703465
0.000232642
0.0316635
0.0213149
0.000332003
0.000490057
4.63E-05
0.000608323
3.64E-05
8.38E-06
4.07E-05
1.06E-05
0.000168151
2.60E-06
0.00111649
0.00182457
5.51E-05
0.000293077
0.0129654
0.00104642
2.00E-05
0.0041202
6.81E-06
0.00138847
7.57E-05
0.0128566
0.000772274
0.00102096
8.26E-06
0.0010953
0.000119289
0.0694358
0.00236126
0.722224
0.00411713
0.0682214
9.33E-05
0.00556029
0.000270421
0.0019623
0.00341571
0.000182187
3.44E-05
0.000801273
0.00447422
0.00218967
9.55E-05
0.000987723
8.06E-06
0.00342874
0.00577409
3.97E-05
0.00720587
0.000956915
9.91E-05
0.00357526
0.00428315
0.00148604
0.000391923
3.40E-05
0.000226573
0.0121438
0.0199201
0.000129041
0.0227671
3.08E-05
7.11E-05
0.00973864
0.0111924
0.0015986
0.00265976
0.000109268
0.000308672
0.000719159
1.61E-05
0.00258764
0.000220948
8.66E-05
3.26E-05
8.31E-05
0.00161717
1.50E-05
1.58E-05
0.0234613
0.00035176
0.00204256
0.79314
0.000103299
0.00617896
0.00097851
0.0783686
0.000337436
0.0169838
3.16E-05
0.000414977
0.000369483
0.000232986
0.0235992
0.0132815
0.00481032
0.00476472
0.00064755
0.00351513
1.35E-05
0.00134667
0.00436454
8.23E-06
0.000620368
0.000492739
0.00053984
8.13E-05
0.000414793
0.00330411
2.97E-05
3.70E-05
0.00210708
0.000110092
0.00243215
2.09E-05
0.00168529
2.59E-05
0.000133358
0.000265083
1.52E-05
2.83E-05
0.00421721
2.03E-06
0.000827941
0.00164882
0.000425032
3.65E-05
0.000456352
0.000529183
6.04E-05
0.000106398
0.00570762
0.0193398
0.0808146
0.00119071
0.769777
2.90E-05
0.00108111
7.74E-05
7.87E-05
0.000349421
0.00088806
0.000472996
0.0177166
0.00122821
0.0170983
1.71E-05
0.00351686
7.37E-05
0.000755562
0.00223663
0.000182213
0.0035834
0.000459913
0.000708829
0.000479037
0.000550751
0.000538316
0.000197953
1.07E-05
0.000122353
0.000918767
0.0123629
1.63E-05
0.0158045
8.77E-06
5.14E-05
0.00633368
0.00166356
0.00043917
0.0214455
0.00153017
0.000128652
0.00641991
0.000173256
0.00112454
0.00011259
0.000341604
0.000251216
0.000875179
0.00047846
0.000115792
0.000121528
0.000728974
1.24E-05
7.60E-05
0.0054799
3.57E-06
0.833537
4.92E-05
0.0711477
0.00119201
0.0117689
2.70E-05
0.000921186
2.44E-05
1.46E-05
0.00129167
0.000287454
0.000115597
0.00292218
7.02E-06
0.0160518
2.73E-07
0.00652874
0.00525966
2.51E-05
2.94E-05
0.0008973
1.14E-05
0.000103567
0.000604711
0.00454191
9.47E-05
0.000181119
0.00405521
8.20E-06
0.00600721
9.27E-05
0.00444653
5.64E-07
0.00647635
0.00124732
1.89E-05
0.000114324
0.000205698
6.33E-06
5.09E-05
0.00467538
0.000291586
6.05E-05
2.37E-05
2.75E-05
0.00822761
2.68E-05
0.0231673
0.00265102
0.00519543
0.00108112
0.000311882
1.88E-05
0.822252
7.47E-05
0.02489
0.000526352
0.0129236
2.06E-05
8.81E-06
0.00232302
1.10E-05
0.00458015
0.00433257
1.00E-05
4.45E-05
0.00120307
0.0220003
0.000528693
0.0108278
8.63E-05
0.00194657
3.46E-05
0.000431847
4.05E-06
0.00557575
8.09E-06
0.000286747
0.000315978
0.000102106
0.00224768
0.000194065
0.000264651
0.000146901
0.00748139
0.000550101
4.37E-05
9.71E-07
2.21E-05
0.000282701
0.000110121
0.0178684
0.00289785
0.00145538
0.000168121
0.00299648
0.0153618
0.000119419
1.35E-05
0.00188389
0.000121897
0.000422859
0.0730723
1.35E-05
0.0696501
0.000267256
0.733668
0.00435862
0.0704467
9.92E-05
0.000149147
0.00023203
7.00E-05
0.0114353
0.00413199
0.00058815
0.000656037
0.000211547
0.00437096
1.12E-06
0.00345108
0.00107117
5.10E-06
0.000364492
0.000271677
0.00015872
3.67E-05
0.000146825
0.00291244
7.58E-06
2.14E-05
0.000402985
5.97E-05
0.00147097
3.61E-05
0.00222626
4.42E-06
0.00169506
0.00020307
3.10E-06
2.97E-05
0.00194308
7.19E-07
0.000280812
0.00181831
0.00411662
2.11E-05
0.000140931
0.000179629
0.000889889
0.000179483
0.0139955
9.63E-05
0.0036938
0.000531107
0.000108186
0.000952856
0.0190797
0.00132744
0.795296
0.00855545
0.0709658
2.56E-05
1.98E-05
8.78E-05
2.24E-05
0.00117413
0.0028978
3.60E-06
8.12E-05
0.0105614
0.000206293
0.00107287
0.000604773
2.83E-06
0.00012501
0.000128677
0.00114325
1.38E-05
0.000103649
2.05E-05
0.000327306
0.000944341
0.000100162
0.00851073
0.000894241
2.43E-05
0.000894595
0.00281388
0.0014685
0.000217772
1.39E-06
0.000159683
0.000680581
0.000130689
0.00063023
0.0144625
0.00178406
2.41E-05
0.000156396
0.0323826
0.000442191
5.25E-05
0.0115514
2.94E-05
0.00470931
0.0177565
0.000274369
0.0194479
0.00125441
0.0661414
0.0246437
0.796262
0.000367462
5.67E-05
5.12E-05
0.00119098
0.00218124
0.00158635
0.00694419
7.29E-05
6.90E-05
0.00649338
4.30E-06
0.00177277
0.0105516
2.46E-06
8.61E-05
8.33E-05
2.55E-05
1.51E-05
5.42E-05
0.00258908
0.000226058
0.00100612
0.000130189
0.000732078
0.000863732
2.40E-05
0.00131119
7.92E-05
0.0127983
6.19E-05
7.22E-07
2.31E-05
0.000683983
4.90E-06
0.001606
0.000576877
0.00100384
3.44E-05
0.000588567
0.00149924
0.000411266
6.64E-05
0.00282358
0.00177709
0.0010063
0.000329748
0.00260397
0.000664015
0.00895671
0.000781394
0.068532
0.00178472
0.781366
0.000545203
0.000645996
5.29E-05
0.000400555
0.000484643
0.0243389
7.38E-05
2.84E-05
0.00994191
0.00196042
0.000919103
0.000678233
4.85E-05
4.07E-05
4.28E-05
0.00096534
1.10E-05
7.31E-05
1.80E-05
6.00E-05
0.000966558
2.89E-05
0.00960361
0.00060102
2.82E-05
0.000970498
0.000940102
0.000868996
0.00427256
4.39E-05
0.000106975
0.013074
0.00218891
0.000432345
0.0129338
0.0151597
0.000418962
0.00258217
0.0152073
0.00699621
0.000620242
0.0004248
0.00049593
1.77E-05
0.00127639
0.000233067
0.00142458
2.76E-05
0.000156049
3.28E-06
1.03E-05
4.54E-05
0.864581
0.0214905
8.31E-07
0.000532742
4.86E-06
4.43E-05
0.00761673
0.00010786
0.000209746
2.34E-05
0.0138444
0.00040641
0.000199125
4.63E-06
7.07E-05
1.10E-05
0.00472308
0.000567989
0.000620385
1.23E-05
0.00369018
0.00207007
0.000104103
6.60E-05
0.000793663
0.0289413
4.14E-07
1.68E-05
0.0109028
0.00116933
0.00129946
0.000270371
0.00395606
0.00113
0.0239767
1.82E-05
3.33E-05
0.000821377
0.000434584
0.000974625
0.000143617
0.000101263
0.018571
0.000840011
0.00180788
0.014317
2.70E-05
2.92E-05
0.000480198
5.20E-06
1.88E-05
5.58E-05
0.00850673
0.831338
2.17E-05
0.0182155
8.97E-06
4.75E-05
0.00016451
0.0125988
0.000183506
2.38E-05
0.0186362
8.30E-06
0.000200647
0.0002368
0.000120584
0.00057221
0.00270427
7.39E-06
0.000637394
3.80E-06
0.0010417
1.06E-05
0.00575549
2.38E-06
0.000401009
0.0382375
2.21E-05
2.14E-05
0.00818871
0.00148167
0.000822138
0.00654818
0.000167218
0.00115616
0.000808034
0.000507389
3.67E-05
0.00133032
0.000321187
0.000141355
0.0025089
0.000107916
0.000561325
0.00882171
0.00120204
0.000733348
1.92E-05
0.00237627
0.000152809
6.05E-05
0.00115884
1.13E-06
4.46E-07
1.59E-05
0.891397
0.000566867
0.00689451
0.000395474
5.88E-05
0.00104522
0.000961229
0.000803473
0.000252709
0.00544484
0.00124811
0.0237497
0.000658078
0.000311439
5.76E-05
0.000728103
0.0107035
0.00408334
0.00012429
3.51E-05
0.000700452
0.000278332
0.00223565
7.69E-05
0.0140033
0.00726655
4.91E-06
3.13E-05
6.90E-05
0.000243389
5.35E-06
0.00187505
3.32E-06
0.00036292
0.00613567
0.00159396
3.12E-05
4.61E-05
0.000305366
0.000211214
0.0116897
0.00230861
0.0246413
0.0197754
0.000463515
4.35E-05
0.00645754
6.14E-06
0.000528029
5.62E-05
0.000255238
0.0231292
0.000377139
0.767357
0.000334768
0.00413366
0.00442545
0.00041616
0.00511988
1.54E-05
0.00140538
0.000240313
0.000334725
0.000397773
0.000439325
0.000806658
5.00E-05
7.51E-06
0.00222666
1.03E-05
4.47E-05
1.48E-05
0.000459779
0.000115122
1.51E-05
0.00230362
2.90E-05
0.000188696
0.0113904
0.0017525
2.21E-05
0.0983529
6.17E-06
5.12E-05
6.07E-05
0.00338232
0.000969084
0.000993221
1.37E-05
0.000613856
0.0015568
6.34E-05
0.000294619
2.67E-05
0.00975394
5.91E-07
8.75E-05
0.0066799
0.00116934
0.000441987
8.58E-05
4.86E-05
3.34E-06
3.89E-06
0.00373954
8.76E-05
0.870555
0.00113018
0.00232004
0.000325857
0.00136066
0.0139757
3.54E-05
0.00162841
0.000123702
0.00642613
0.000167059
0.00728321
1.57E-05
0.0174352
0.00168355
2.01E-05
3.06E-07
0.000618791
5.59E-05
0.0326426
0.000687798
1.27E-05
0.0015041
7.91E-05
2.46E-06
1.20E-05
6.24E-05
0.00198675
2.44E-05
0.000253646
0.000856721
0.00343505
0.00550654
0.00259177
0.000309811
0.000228505
0.00215623
0.00242918
0.000243109
0.000470592
0.00626052
0.00362757
9.13E-05
0.00185448
0.000229729
0.000790938
0.00269729
0.0185597
0.000154781
0.00014966
0.000307359
0.00232543
0.00367755
0.85154
0.00122131
7.25E-06
0.00837091
0.00261751
3.19E-05
0.00461149
5.63E-06
4.12E-06
5.60E-06
0.000245047
1.24E-06
1.80E-05
0.000155091
2.48E-05
0.000130994
1.50E-05
0.00281253
0.00243019
1.50E-06
7.20E-05
0.000548406
7.79E-05
0.000283316
1.93E-05
6.42E-06
0.0518265
0.000716813
0.000155769
0.000854692
0.00127117
0.00149549
0.0184155
0.00487958
0.000427444
0.000830167
7.16E-05
0.000115235
1.07E-05
0.00747179
2.67E-05
0.00749724
1.68E-05
0.000450429
8.43E-07
3.00E-05
2.87E-06
0.0061951
0.000152839
0.000125907
0.00454542
0.00204783
0.000784336
0.846449
3.24E-05
0.00267768
0.000161141
0.000204049
0.0058178
0.00229244
6.35E-05
0.00169421
0.000141065
0.000892528
0.00525273
0.0186955
0.000216184
3.23E-05
0.0194248
4.40E-06
0.0329667
0.000391741
0.000337537
5.92E-06
7.96E-05
0.0017798
0.0136971
0.000358071
0.00161158
0.000568851
2.20E-05
0.000732656
4.78E-05
0.0103909
0.000523411
7.97E-06
0.00214724
0.000734097
9.00E-05
0.000551164
0.00140569
0.00286087
9.86E-05
2.62E-05
3.73E-05
0.000355961
2.63E-05
2.06E-05
5.88E-07
0.000201342
0.013611
0.000534787
0.000448801
0.000498058
2.57E-06
7.40E-05
0.772905
0.00020278
4.34E-05
0.00767317
6.25E-06
0.000121231
0.00956902
0.00564939
0.0149043
0.0844161
0.0001461
0.0145827
0.000309218
0.000453021
0.000576808
0.00606605
9.15E-05
0.00695856
0.0145608
0.00155288
3.24E-05
0.000104645
0.00110883
0.0300985
0.000298138
8.56E-05
0.00114573
0.000786915
3.61E-05
4.49E-05
0.000114085
0.000659143
7.52E-06
0.00384567
0.000800929
0.000241866
0.00273542
0.00374816
0.000370925
0.014017
0.000352267
0.00140917
0.00224514
0.000672884
0.000488074
7.97E-05
0.000100695
0.0003977
0.00336323
0.00240339
0.00418274
0.00255669
9.35E-05
0.804552
5.13E-05
0.00391383
0.0023402
0.0001871
0.000203556
0.0113636
0.00563673
0.000189967
0.000171328
0.00557748
0.00247052
0.000624377
0.000918465
0.00248844
0.0420518
7.31E-05
0.0066473
0.000944904
0.0036943
0.0150213
0.00137779
0.00129749
0.0241365
0.000237438
1.54E-05
0.00760117
0.000994636
0.00550939
0.000142868
0.000253202
0.00819544
0.000857478
0.000162052
0.00518051
0.000125207
0.000121795
0.000241817
1.68E-06
0.0497285
3.53E-06
0.000220738
4.83E-06
0.00409809
4.06E-05
2.86E-05
0.00412465
1.57E-05
0.00951038
0.00375591
0.000360997
6.38E-05
0.000262946
0.846764
2.96E-05
0.00198925
0.00286961
0.00157033
3.45E-05
0.00181781
1.49E-05
0.0105824
2.68E-05
0.000158089
2.81E-05
8.73E-05
0.000685432
0.000758218
0.00116534
1.24E-05
0.0137434
5.77E-05
4.24E-05
0.000142645
7.51E-05
