Average Total Loss vs Iterations for Training
1.62541
1.62137
1.61732
1.61329
1.60933
1.60545
1.60162
1.59784
1.59409
1.59036
1.58666
1.58297
1.5793
1.57564
1.57201
1.56839
1.56478
1.56119
1.55761
1.55404
1.55049
1.54695
1.54343
1.53991
1.53641
1.53292
1.52944
1.52597
1.52252
1.51907
1.51564
1.51221
1.5088
1.5054
1.50202
1.49864
1.49528
1.49193
1.48859
1.48527
1.48196
1.47867
1.47538
1.47211
1.46885
1.46561
1.46237
1.45915
1.45594
1.45274
1.44955
1.44637
1.44321
1.44005
1.43691
1.43377
1.43065
1.42754
1.42443
1.42134
1.41826
1.41519
1.41213
1.40908
1.40604
1.40301
1.4
1.39699
1.39399
1.391
1.38802
1.38505
1.3821
1.37915
1.37621
1.37328
1.37036
1.36745
1.36456
1.36167
1.35879
1.35592
1.35306
1.35021
1.34736
1.34453
1.34171
1.3389
1.33609
1.3333
1.33051
1.32774
1.32497
1.32222
1.31947
1.31673
1.314
1.31128
1.30857
1.30587
1.30317
1.30049
1.29781
1.29515
1.29249
1.28984
1.2872
1.28457
1.28194
1.27933
1.27673
1.27413
1.27154
1.26896
1.26639
1.26383
1.26127
1.25873
1.25619
1.25366
1.25114
1.24863
1.24613
1.24363
1.24115
1.23867
1.2362
1.23373
1.23128
1.22883
1.22639
1.22396
1.22154
1.21913
1.21672
1.21432
1.21193
1.20955
1.20717
1.2048
1.20245
1.20009
1.19775
1.19541
1.19308
1.19076
1.18845
1.18614
1.18384
1.18155
1.17927
1.17699
1.17472
1.17246
1.17021
1.16796
1.16572
1.16349
1.16126
1.15904
1.15683
1.15463
1.15243
1.15024
1.14806
1.14589
1.14372
1.14156
1.1394
1.13725
1.13511
1.13298
1.13085
1.12873
1.12662
1.12451
1.12241
1.12032
1.11823
1.11615
1.11408
1.11201
1.10995
1.1079
1.10585
1.10381
1.10178
1.09975
1.09773
1.09571
1.0937
1.0917
1.08971
1.08772
1.08573
1.08376
1.08179
1.07982
1.07786
1.07591
1.07396
1.07202
1.07009
1.06816
1.06624
1.06432
1.06241
1.06051
1.05861
1.05672
1.05483
1.05295
1.05108
1.04921
1.04735
1.04549
1.04364
1.04179
1.03995
1.03812
1.03629
1.03447
1.03265
1.03084
1.02903
1.02723
1.02543
1.02364
1.02186
1.02008
1.01831
1.01654
1.01478
1.01302
1.01127
1.00952
1.00778
1.00604
1.00431
1.00259
1.00086
0.99915
0.99744
0.995735
0.994036
0.992341
0.990651
0.988967
0.987288
0.985613
0.983944
0.98228
0.980621
0.978966
0.977317
0.975673
0.974033
0.972399
0.970769
0.969144
0.967524
0.965908
0.964298
0.962692
0.961092
0.959495
0.957904
0.956317
0.954735
0.953157
0.951585
0.950017
0.948453
0.946894
0.94534
0.94379
0.942245
0.940704
0.939168
0.937636
0.936109
0.934586
0.933068
0.931554
0.930045
0.92854
0.927039
0.925543
0.92405
0.922563
0.921079
0.9196
0.918126
0.916655
0.915189
0.913727
0.912269
0.910815
0.909366
0.907921
0.906479
0.905042
0.903609
0.902181
0.900756
0.899336
0.897919
0.896506
0.895098
0.893693
0.892293
0.890896
0.889504
0.888115
0.886731
0.88535
0.883973
0.8826
0.881231
0.879866
0.878505
0.877147
0.875794
0.874444
0.873098
0.871756
0.870417
0.869083
0.867752
0.866425
0.865101
0.863782
0.862466
0.861153
0.859844
0.858539
0.857238
0.85594
0.854646
0.853355
0.852068
0.850784
0.849505
0.848228
0.846955
0.845686
0.84442
0.843158
0.841899
0.840644
0.839392
0.838144
0.836899
0.835657
0.834419
0.833184
0.831953
0.830725
0.8295
0.828279
0.827061
0.825846
0.824635
0.823427
0.822222
0.821021
0.819822
0.818627
0.817436
0.816247
0.815062
0.81388
0.812701
0.811525
0.810353
0.809184
0.808017
0.806854
0.805694
0.804538
0.803384
0.802233
0.801086
0.799941
0.7988
0.797662
0.796526
0.795394
0.794265
0.793139
0.792016
0.790896
0.789778
0.788664
0.787553
0.786445
0.785339
0.784237
0.783137
0.78204
0.780947
0.779856
0.778768
0.777683
0.7766
0.775521
0.774444
0.773371
0.7723
0.771232
0.770166
0.769104
0.768044
0.766987
0.765933
0.764881
0.763833
0.762787
0.761743
0.760703
0.759665
0.75863
0.757597
0.756568
0.75554
0.754516
0.753494
0.752475
0.751458
0.750444
0.749433
0.748424
0.747418
0.746414
0.745414
0.744415
0.743419
0.742426
0.741435
0.740447
0.739461
0.738478
0.737497
0.736519
0.735543
0.73457
0.733599
0.732631
0.731665
0.730702
0.729741
0.728782
0.727826
0.726872
0.725921
0.724972
0.724025
0.723081
0.72214
0.7212
0.720263
0.719328
0.718396
0.717466
0.716538
0.715613
0.71469
0.713769
0.71285
0.711934
0.71102
0.710108
0.709199
0.708292
0.707387
0.706484
0.705584
0.704686
0.70379
0.702896
0.702004
0.701115
0.700227
0.699342
0.698459
0.697579
0.6967
0.695824
0.694949
0.694077
0.693207
0.692339
0.691473
0.69061
0.689748
0.688889
0.688031
0.687176
0.686323
0.685471
0.684622
0.683775
0.68293
0.682087
0.681246
0.680407
0.67957
0.678735
0.677902
0.677071
0.676242
0.675415
0.67459
0.673767
0.672945
0.672126
0.671309
0.670494
0.66968
0.668869
0.668059
0.667252
0.666446
0.665642
0.66484
0.664041
0.663242
0.662446
0.661652
0.660859
0.660069
0.65928
0.658493
0.657708
0.656924
0.656143
0.655363
0.654585
0.653809
0.653035
0.652263
0.651492
0.650723
0.649956
0.649191
0.648427
0.647665
0.646906
0.646147
0.645391
0.644636
0.643883
0.643132
0.642382
0.641634
0.640888
0.640143
0.639401
0.638659
0.63792
0.637183
0.636446
0.635712
0.634979
0.634248
0.633519
0.632791
0.632065
0.63134
0.630618
0.629897
0.629177
0.628459
0.627743
0.627028
0.626315
0.625603
0.624893
0.624185
0.623478
0.622773
0.622069
0.621367
0.620667
0.619968
0.61927
0.618574
0.61788
0.617187
0.616496
0.615806
0.615118
0.614431
0.613746
0.613062
0.61238
0.611699
0.61102
0.610342
0.609665
0.60899
0.608317
0.607645
0.606974
0.606306
0.605638
0.604972
0.604307
0.603644
0.602982
0.602322
0.601662
0.601005
0.600348
0.599693
0.59904
0.598388
0.597737
0.597088
0.59644
0.595794
0.595149
0.594505
0.593862
0.593221
0.592581
0.591943
0.591306
0.59067
0.590036
0.589403
0.588771
0.588141
0.587512
0.586884
0.586258
0.585633
0.585009
0.584387
0.583766
0.583146
0.582527
0.58191
0.581294
0.58068
0.580066
0.579455
0.578844
0.578234
0.577626
0.57702
0.576414
0.57581
0.575207
0.574605
0.574005
0.573406
0.572808
0.572211
0.571616
0.571022
0.570429
0.569838
0.569247
0.568658
0.568071
0.567484
0.566899
0.566315
0.565732
0.56515
0.56457
0.563991
0.563413
0.562836
0.56226
0.561686
0.561113
0.560541
0.55997
0.5594
0.558831
0.558264
0.557698
0.557133
0.556569
0.556006
0.555445
0.554884
0.554325
0.553766
0.553209
0.552653
0.552098
0.551544
0.550992
0.55044
0.549889
0.54934
0.548792
0.548244
0.547698
0.547153
0.546608
0.546065
0.545523
0.544982
0.544442
0.543902
0.543364
0.542827
0.542291
0.541756
0.541221
0.540688
0.540155
0.539624
0.539093
0.538563
0.538035
0.537506
0.536979
0.536453
0.535927
0.535402
0.534878
0.534355
0.533832
0.53331
0.532788
0.532267
0.531747
0.531227
0.530707
0.530187
0.529668
0.529149
0.528629
0.52811
0.52759
0.52707
0.526549
0.526026
0.525503
0.524977
0.524449
0.523919
0.523385
0.522847
0.522305
0.521756
0.521201
0.520637
0.520066
0.519486
0.518898
0.518304
0.517706
0.51711
0.516519
0.515938
0.51537
0.514816
0.514275
0.513745
0.513224
0.512711
0.512203
0.511699
0.5112
0.510703
0.510208
0.509716
0.509226
0.508738
0.508251
0.507766
0.507282
0.506799
0.506318
0.505838
0.505359
0.504881
0.504405
0.503929
0.503455
0.502982
0.502509
0.502038
0.501567
0.501097
0.500629
0.500161
0.499693
0.499227
0.498762
0.498297
0.497832
0.497369
0.496906
0.496444
0.495982
0.495521
0.495061
0.4946
0.49414
0.493681
0.493222
0.492763
0.492305
0.491847
0.491388
0.49093
0.490472
0.490014
0.489556
0.489098
0.488639
0.488181
0.487722
0.487263
0.486804
0.486345
0.485886
0.485426
0.484967
0.484508
0.484049
0.483591
0.483134
0.482678
0.482222
0.481768
0.481315
0.480864
0.480415
0.479967
0.479522
0.479078
0.478636
0.478196
0.477758
0.477322
0.476888
0.476456
0.476025
0.475596
0.475169
0.474743
0.474318
0.473895
0.473474
0.473053
0.472634
0.472217
0.4718
0.471385
0.47097
0.470557
0.470145
0.469733
0.469323
0.468914
0.468505
0.468098
0.467691
0.467286
0.466881
0.466477
0.466074
0.465672
0.465271
0.464871
0.464471
0.464072
0.463674
0.463277
0.462881
0.462486
0.462091
0.461697
0.461304
0.460912
0.46052
0.460129
0.459739
0.45935
0.458961
0.458573
0.458186
0.4578
0.457414
0.45703
0.456645
0.456262
0.455879
0.455497
0.455116
0.454736
0.454356
0.453977
0.453598
0.453221
0.452844
0.452467
0.452092
0.451717
0.451343
0.450969
0.450596
0.450224
0.449853
0.449482
0.449111
0.448742
0.448373
0.448005
0.447638
0.447271
0.446905
0.446539
0.446174
0.44581
0.445446
0.445083
0.444721
0.444359
0.443998
0.443638
0.443278
0.442919
0.442561
0.442203
0.441846
0.441489
0.441133
0.440778
0.440423
0.440069
0.439715
0.439362
0.43901
0.438658
0.438307
0.437957
0.437607
0.437258
0.436909
0.436561
0.436213
0.435867
0.43552
0.435174
0.434829
0.434485
0.434141
0.433797
0.433454
0.433112
0.43277
0.432429
0.432089
0.431749
0.431409
0.43107
0.430732
0.430394
0.430057
0.42972
0.429384
0.429049
0.428714
0.428379
0.428045
0.427712
0.427379
0.427047
0.426715
0.426384
0.426053
0.425723
0.425394
0.425064
0.424736
0.424408
0.42408
0.423753
0.423427
0.423101
0.422775
0.42245
0.422126
0.421802
0.421478
0.421155
0.420833
0.420511
0.420189
0.419868
0.419547
0.419227
0.418908
0.418589
0.41827
0.417952
0.417634
0.417317
0.417
0.416684
0.416368
0.416053
0.415738
0.415423
0.415109
0.414796
0.414483
0.41417
0.413857
0.413546
0.413234
0.412923
0.412613
0.412302
0.411993
0.411683
0.411374
0.411066
0.410758
0.41045
0.410143
0.409836
0.409529
0.409223
0.408917
0.408611
0.408307
0.408002
0.407697
0.407393
0.40709
0.406787
0.406484
0.406181
0.405879
0.405578
0.405276
0.404975
0.404674
0.404374
0.404074
0.403775
0.403476
0.403177
0.402878
0.40258
0.402283
0.401985
0.401688
0.401392
0.401096
0.4008
0.400505
0.40021
0.399915
0.399621
0.399328
0.399034
0.398742
0.398449
0.398157
0.397866
0.397574
0.397284
0.396993
0.396703
0.396414
0.396124
0.395835
0.395547
0.395259
0.394971
0.394684
0.394397
0.39411
0.393824
0.393538
0.393252
0.392967
0.392682
0.392397
0.392113
0.391828
0.391544
0.391261
0.390978
0.390695
0.390412
0.390129
0.389847
0.389565
0.389283
0.389001
0.38872
0.388439
0.388158
0.387877
0.387597
0.387316
0.387036
0.386756
0.386476
0.386196
0.385917
0.385638
0.385359
0.38508
0.384801
0.384523
0.384244
0.383966
0.383689
0.383411
0.383134
0.382857
0.38258
0.382304
0.382027
0.381751
0.381476
0.381201
0.380926
0.380651
0.380377
0.380103
0.379829
0.379556
0.379283
0.37901
0.378738
0.378466
0.378194
0.377923
0.377652
0.377381
0.377111
0.376841
0.376571
0.376301
0.376032
0.375763
0.375494
0.375226
0.374957
0.374689
0.374421
0.374154
0.373887
0.37362
0.373353
0.373086
0.37282
0.372554
0.372288
0.372022
0.371757
0.371491
0.371226
0.370962
0.370697
0.370433
0.370168
0.369904
0.369641
0.369377
0.369114
0.368851
0.368588
0.368325
0.368062
0.3678
0.367538
0.367276
0.367014
0.366753
0.366491
0.36623
0.365969
0.365709
0.365448
0.365188
0.364927
0.364667
0.364408
0.364148
0.363888
0.363629
0.36337
0.363111
0.362853
0.362594
0.362336
0.362077
0.361819
0.361562
0.361304
0.361046
0.360789
0.360532
0.360275
0.360018
0.359762
0.359505
0.359249
0.358993
0.358737
0.358481
0.358225
0.35797
0.357715
0.357459
0.357204
0.35695
0.356695
0.356441
0.356186
0.355932
0.355678
0.355424
0.355171
0.354917
0.354664
0.354411
0.354157
0.353905
0.353652
0.353399
0.353147
0.352894
0.352642
0.35239
0.352138
0.351887
0.351635
0.351384
0.351133
0.350882
0.350631
0.35038
0.350129
0.349879
0.349628
0.349378
0.349128
0.348878
0.348628
0.348379
0.348129
0.34788
0.347631
0.347382
0.347133
0.346884
0.346635
0.346387
0.346139
0.34589
0.345642
0.345394
0.345147
0.344899
0.344652
0.344404
0.344157
0.34391
0.343663
0.343416
0.343169
0.342923
0.342676
0.34243
0.342184
0.341938
0.341692
0.341446
0.341201
0.340955
0.34071
0.340465
0.34022
0.339975
0.33973
0.339485
0.339241
0.338997
0.338752
0.338508
0.338264
0.33802
0.337777
0.337533
0.33729
0.337046
0.336803
0.33656
0.336317
0.336075
0.335832
0.33559
0.335347
0.335105
0.334863
0.334621
0.334379
0.334137
0.333896
0.333654
0.333413
0.333172
0.332931
0.33269
0.332449
0.332208
0.331968
0.331728
0.331487
0.331247
0.331007
0.330767
0.330528
0.330288
0.330049
0.329809
0.32957
0.329331
0.329092
0.328854
0.328615
0.328376
0.328138
0.3279
0.327662
0.327424
0.327186
0.326948
0.326711
0.326473
0.326236
0.325999
0.325762
0.325525
0.325288
0.325052
0.324815
0.324579
0.324343
0.324107
0.323871
0.323635
0.323399
0.323164
0.322928
0.322693
0.322458
0.322223
0.321988
0.321754
0.321519
0.321285
0.32105
0.320816
0.320582
0.320349
0.320115
0.319881
0.319648
0.319415
0.319182
0.318948
0.318716
0.318483
0.31825
0.318018
0.317786
0.317554
0.317322
0.31709
0.316858
0.316627
0.316395
0.316164
0.315933
0.315702
0.315471
0.315241
0.31501
0.31478
0.314549
0.314319
0.314089
0.31386
0.31363
0.313401
0.313171
0.312942
0.312713
0.312484
0.312256
0.312027
0.311799
0.31157
0.311342
0.311114
0.310887
0.310659
0.310431
0.310204
0.309977
0.30975
0.309523
0.309296
0.30907
0.308843
0.308617
0.308391
0.308165
0.307939
0.307714
0.307488
0.307263
0.307038
0.306813
0.306588
0.306363
0.306139
0.305915
0.305691
0.305467
0.305243
0.305019
0.304796
0.304572
0.304349
0.304126
0.303903
0.303681
0.303458
0.303236
0.303014
0.302792
0.30257
0.302348
0.302127
0.301906
0.301684
0.301463
0.301243
0.301022
0.300802
0.300581
0.300361
0.300141
0.299922
0.299702
0.299483
0.299264
0.299045
0.298826
0.298607
0.298389
0.29817
0.297952
0.297734
0.297516
0.297299
0.297081
0.296864
0.296647
0.29643
0.296214
0.295997
0.295781
0.295565
0.295349
0.295133
0.294917
0.294702
0.294487
0.294272
0.294057
0.293842
0.293628
0.293414
0.2932
0.292986
0.292772
0.292559
0.292345
0.292132
0.291919
0.291707
0.291494
0.291282
0.29107
0.290858
0.290646
0.290435
0.290223
0.290012
0.289801
0.289591
0.28938
0.28917
0.28896
0.28875
0.28854
0.288331
0.288121
0.287912
0.287703
0.287495
0.287286
0.287078
0.28687
0.286662
0.286454
0.286247
0.28604
0.285833
0.285626
0.285419
0.285213
0.285006
0.2848
0.284595
0.284389
0.284184
0.283979
0.283774
0.283569
0.283364
0.28316
0.282956
0.282752
0.282548
0.282345
0.282142
0.281939
0.281736
0.281533
0.281331
0.281129
0.280927
0.280725
0.280524
0.280323
0.280122
0.279921
0.27972
0.27952
0.279319
0.27912
0.27892
0.27872
0.278521
0.278322
0.278123
0.277924
0.277726
0.277528
0.27733
0.277132
0.276935
0.276737
0.27654
0.276343
0.276147
0.27595
0.275754
0.275558
0.275362
0.275167
0.274971
0.274776
0.274582
0.274387
0.274192
0.273998
0.273804
0.273611
0.273417
0.273224
0.273031
0.272838
0.272645
0.272453
0.272261
0.272069
0.271877
0.271686
0.271494
0.271303
0.271113
0.270922
0.270731
0.270541
0.270351
0.270162
0.269972
0.269783
0.269594
0.269405
0.269217
0.269028
0.26884
0.268652
0.268465
0.268277
0.26809
0.267903
0.267716
0.267529
0.267343
0.267157
0.266971
0.266785
0.2666
0.266415
0.26623
0.266045
0.26586
0.265676
0.265492
0.265308
0.265124
0.264941
0.264758
0.264575
0.264392
0.264209
0.264027
0.263845
0.263663
0.263481
0.2633
0.263118
0.262937
0.262757
0.262576
0.262396
0.262216
0.262036
0.261856
0.261676
0.261497
0.261318
0.261139
0.260961
0.260782
0.260604
0.260426
0.260248
0.260071
0.259893
0.259716
0.259539
0.259363
0.259186
0.25901
0.258834
0.258658
0.258483
0.258307
0.258132
0.257957
0.257782
0.257608
0.257434
0.257259
0.257086
0.256912
0.256738
0.256565
0.256392
0.256219
0.256047
0.255874
0.255702
0.25553
0.255358
0.255187
0.255016
0.254844
0.254673
0.254503
0.254332
0.254162
