16,1.0281
32,0.813056
64,0.927744
128,1.16736
256,1.12538
512,0.741408
1024,0.845856
2048,0.859168
4096,0.817152
8192,0.81616
16384,1.40493
32768,1.40083
65536,2.688
131072,3.70688
262144,5.77434
524288,8.94771
1048576,16.8571
2097152,30.5746
4194304,57.8857
8388608,119.439
16777216,224.6
33554432,448.19
67108864,882.165
134217728,1776.24
268435456,3544.18
16,0.835584
32,0.807936
64,0.95232
128,1.01171
256,0.979968
512,0.904192
1024,0.80384
2048,1.39059
4096,1.05165
8192,1.03322
16384,1.18374
32768,1.36397
65536,2.53542
131072,3.53075
262144,5.85523
524288,9.17504
1048576,16.3226
2097152,29.8158
4194304,56.5361
8388608,109.529
16777216,225.388
33554432,444.895
67108864,888.444
134217728,1783.43
268435456,3559.09
16,1.17658
32,1.09568
64,1.0281
128,0.9728
256,0.953344
512,1.08544
1024,1.05062
2048,0.799744
4096,1.44077
8192,0.900096
16384,1.26157
32768,1.36704
65536,2.74534
131072,4.23219
262144,5.56237
524288,9.87546
1048576,17.0004
2097152,29.9858
4194304,55.9831
8388608,110.109
16777216,222.432
33554432,443.28
67108864,884.19
134217728,1791.73
268435456,3550.87
16,0.924672
32,0.857088
64,0.837632
128,1.66298
256,1.10899
512,1.02195
1024,0.782336
2048,0.818176
4096,0.835584
8192,1.13254
16384,1.48582
32768,1.27693
65536,2.23334
131072,3.52973
262144,6.25664
524288,9.57338
1048576,16.1382
2097152,29.5414
4194304,55.9012
8388608,108.713
16777216,221.307
33554432,443.645
67108864,885.699
134217728,1779.99
268435456,3557.33
16,0.9728
32,1.00864
64,1.03219
128,1.04243
256,0.987136
512,0.78336
1024,0.786432
2048,0.817152
4096,0.817152
8192,1.26362
16384,1.4295
32768,1.18784
65536,2.94707
131072,3.78374
262144,5.67091
524288,9.3737
1048576,15.7276
2097152,29.609
4194304,59.6695
8388608,109.537
16777216,221.695
33554432,442.754
67108864,889.71
134217728,1774.41
268435456,3531.58
16,1.44077
32,1.02605
64,1.01786
128,1.01376
256,1.14176
512,0.939008
1024,0.909312
2048,1.66707
4096,0.99328
8192,0.851968
16384,1.55546
32768,1.18374
65536,2.72794
131072,3.65261
262144,5.88288
524288,9.67168
1048576,15.8843
2097152,29.0847
4194304,56.2903
8388608,108.442
16777216,221.498
33554432,445.263
67108864,891.921
134217728,1804.83
268435456,3541.94
16,1.28614
32,0.905216
64,1.03322
128,1.60358
256,1.13664
512,1.37011
1024,1.0496
2048,1.01376
4096,1.30765
8192,1.23597
16384,1.29741
32768,1.66093
65536,2.61632
131072,3.57786
262144,5.96582
524288,9.10131
1048576,15.7932
2097152,29.7318
4194304,55.7169
8388608,113.362
16777216,219.244
33554432,445.396
67108864,892.832
134217728,1771.63
268435456,3546.91
16,0.996352
32,1.08237
64,1.04038
128,1.0496
256,1.34758
512,1.06496
1024,1.11002
2048,1.03219
4096,0.86016
8192,1.52269
16384,1.43974
32768,1.1817
65536,2.69312
131072,3.3024
262144,5.32378
524288,9.02963
1048576,16.001
2097152,30.0861
4194304,59.0971
8388608,110.078
16777216,220.806
33554432,442.461
67108864,888.583
134217728,1772.67
268435456,3542.08
16,1.14074
32,0.848896
64,0.831488
128,0.795648
256,1.46842
512,1.21446
1024,0.769024
2048,0.806912
4096,0.822272
8192,0.87552
16384,0.995328
32768,1.30662
65536,2.28659
131072,3.96083
262144,6.0119
524288,9.14022
1048576,15.7757
2097152,29.3868
4194304,56.448
8388608,110.95
16777216,220.194
33554432,442.25
67108864,885.425
134217728,1766.93
268435456,3533.57
16,1.07008
32,1.0537
64,0.928768
128,1.15302
256,1.34042
512,1.15405
1024,1.14483
2048,1.19706
4096,0.941056
8192,0.859136
16384,1.28922
32768,1.20013
65536,2.52723
131072,3.35667
262144,5.26848
524288,8.86682
1048576,16.7465
2097152,29.8711
4194304,56.1213
8388608,111.031
16777216,220.986
33554432,444.675
67108864,888.365
134217728,1778.94
268435456,3554.62
16,1.04448
32,0.995328
64,1.33427
128,1.00864
256,1.08646
512,0.939008
1024,0.787456
2048,0.852992
4096,0.8192
8192,0.935936
16384,1.18374
32768,1.2544
65536,2.51392
131072,3.37306
262144,6.29555
524288,9.95021
1048576,17.5555
2097152,30.0534
4194304,57.5048
8388608,109.811
16777216,221.048
33554432,442.545
67108864,890.865
134217728,1777.51
268435456,3557.06
16,1.17555
32,1.13766
64,0.758784
128,0.77824
256,0.851968
512,1.28717
1024,1.46739
2048,1.04038
4096,0.985088
8192,1.11206
16384,1.00557
32768,1.97018
65536,2.39514
131072,3.19386
262144,5.39238
524288,8.99379
1048576,15.6856
2097152,30.3524
4194304,57.0368
8388608,110.267
16777216,221.378
33554432,445.341
67108864,883.924
134217728,1777.65
268435456,3554.44
16,1.17555
32,1.2544
64,1.19808
128,0.881664
256,0.96768
512,0.979968
1024,1.06803
2048,1.05779
4096,0.990208
8192,1.16634
16384,1.13869
32768,1.2544
65536,2.72589
131072,3.32595
262144,5.76922
524288,9.984
1048576,16.1331
2097152,29.9817
4194304,57.0327
8388608,111.748
16777216,221.454
33554432,442.631
67108864,888.566
134217728,1776.96
268435456,3532.69
16,0.905216
32,1.04038
64,1.04038
128,1.01786
256,0.781312
512,2.02342
1024,0.77824
2048,1.76026
4096,0.85504
8192,1.16019
16384,1.18067
32768,1.6343
65536,2.67366
131072,3.44576
262144,6.41638
524288,8.98355
1048576,16.6738
2097152,30.2244
4194304,56.873
8388608,112.04
16777216,220.87
33554432,448.681
67108864,886.246
134217728,1773.96
268435456,3549.01
16,1.51859
32,1.08544
64,0.969728
128,1.02912
256,1.03526
512,1.35782
1024,0.796672
2048,1.36909
4096,1.23085
8192,1.28512
16384,1.08134
32768,1.64045
65536,3.03309
131072,3.38534
262144,6.37645
524288,8.73472
1048576,16.7301
2097152,30.4087
4194304,56.6497
8388608,109.244
16777216,223.449
33554432,442.131
67108864,888.775
134217728,1774.3
268435456,3553.89
16,0.871424
32,1.03014
64,0.787456
128,0.78336
256,0.795648
512,0.93184
1024,0.835584
2048,0.792576
4096,1.34246
8192,0.86528
16384,1.26259
32768,1.23904
65536,3.01875
131072,4.0663
262144,5.51219
524288,9.22624
1048576,16.1157
2097152,30.8961
4194304,57.3901
8388608,111.721
16777216,219.395
33554432,442.362
67108864,894.538
134217728,1778.42
268435456,3551.81
16,0.89088
32,0.859136
64,1.6343
128,0.77824
256,0.828416
512,0.797696
1024,0.782336
2048,0.791552
4096,1.4592
8192,0.917504
16384,1.26771
32768,1.35066
65536,2.7863
131072,3.46214
262144,5.08723
524288,9.25184
1048576,15.6078
2097152,29.1041
4194304,56.5094
8388608,109.879
16777216,223.123
33554432,443.329
67108864,890.516
134217728,1775
268435456,3545.22
16,1.15814
32,1.08134
64,0.98304
128,1.06291
256,1.03322
512,1.0281
1024,0.979968
2048,0.83456
4096,0.812032
8192,1.21242
16384,1.20525
32768,1.49299
65536,2.2569
131072,3.85126
262144,5.65146
524288,9.22112
1048576,18.0613
2097152,29.6479
4194304,56.0824
8388608,112.771
16777216,220.941
33554432,443.879
67108864,890.748
134217728,1771.5
268435456,3550.5
16,1.03526
32,0.995328
64,0.9984
128,0.999424
256,0.995328
512,1.7961
1024,0.985088
2048,0.786432
4096,0.856064
8192,1.90464
16384,1.03629
32768,1.52474
65536,3.04538
131072,3.59219
262144,5.56442
524288,9.61741
1048576,16.2048
2097152,30.6412
4194304,56.7572
8388608,108.573
16777216,221.873
33554432,442.773
67108864,885.335
134217728,1773.39
268435456,3537.39
16,0.92672
32,1.03731
64,1.0711
128,1.08336
256,0.892928
512,0.799744
1024,0.782336
2048,1.07622
4096,0.903168
8192,1.42541
16384,0.979968
32768,1.17248
65536,2.27328
131072,3.23686
262144,5.70061
524288,9.85088
1048576,16.7854
2097152,29.2833
4194304,56.0701
8388608,109.234
16777216,224.474
33554432,443.171
67108864,885.889
134217728,1776.34
268435456,3534.34
16,1.12845
32,1.14176
64,0.917504
128,0.95744
256,0.940032
512,1.14995
1024,0.9728
2048,1.0967
4096,1.10182
8192,1.07315
16384,1.11309
32768,1.31072
65536,2.4791
131072,3.34438
262144,5.71904
524288,10.1192
1048576,17.4264
2097152,29.952
4194304,56.4142
8388608,111.184
16777216,222.254
33554432,443.675
67108864,883.703
