Array Size,CPU (s),Na‹ve (s),Work Efficient (s),Shared Memory (s),Thrust (s)
4093,0.0019,0.784384,0.825344,0.79872,0.739328
8189,0.0037,0.72704,0.959488,0.850944,0.78336
16381,0.0095,0.88576,1.0537,0.922624,0.86528
32765,0.0521,1.38035,1.4121,1.0967,1.07315
65533,0.0372,1.51962,2.04902,1.57798,1.54214
131069,0.5992,2.48627,2.51904,3.21843,3.02285
262141,1.2024,4.39501,4.11546,4.49331,5.15891
524285,2.4856,7.87046,8.07424,7.82541,7.8807
1048573,4.4362,15.2095,14.0595,14.209,14.9821
2097149,9.997,29.4861,28.5041,28.0207,28.0289
4194301,20.733,57.5007,56.6364,53.2736,53.6259
8388605,38.485,113.163,110.532,106,104.283
16777213,77.4149,227.765,217.503,211.415,211.189
33554429,150.601,460.204,441.811,424.803,421.276
67108861,294.926,929.246,878.042,852.718,845.259
13,0.0001,0.48128,0.929792,0.751616,0.741376
29,0.0002,0.503808,0.796672,0.88064,0.7168
61,0.0001,0.507904,0.661504,0.782336,0.786432
125,0.0004,0.508928,0.759808,0.7936,0.76288
253,0.0002,0.510976,0.73728,0.777216,1.01171
509,0.0004,1.00045,0.804864,0.7936,0.70144
1021,0.0012,0.909312,0.801792,0.772096,0.775168
2045,0.001,0.67584,0.86016,0.795648,0.779264
4093,0.0041,0.841728,0.86016,0.789504,0.772096
8189,0.0036,0.65024,1.08851,0.836608,0.7424
16381,0.0075,0.792576,1.10285,0.98304,1.15098
32765,0.0304,0.997376,1.25952,1.11411,1.21446
65533,0.0378,1.8985,1.66912,1.48992,1.51142
131069,0.6025,2.21696,2.47501,2.5047,3.06995
262141,1.175,4.18099,4.22502,4.47078,4.75341
524285,2.2668,7.78445,7.57658,7.77626,8.80026
1048573,4.6851,14.9852,14.5316,14.8562,14.7569
2097149,9.8448,29.6837,28.076,28.0443,27.7596
4194301,18.8568,57.7894,57.0921,54.2935,53.9699
8388605,36.4429,113.271,110.179,105.432,105.459
16777213,74.7375,227.784,219.723,210.864,209.972
33554429,148.029,460.858,433.669,422.716,420.49
67108861,304.44,931.002,893.635,853.171,840.242
13,0.0001,0.416768,0.625664,0.708608,0.596992
29,0.0001,0.479232,0.644096,0.719872,0.86528
61,0.0002,0.508928,0.776192,0.882688,0.753664
125,0.0001,0.515072,0.642048,0.775168,0.730112
253,0.0002,0.683008,0.7936,0.785408,0.751616
509,0.0007,0.571392,0.607232,0.787456,0.77312
1021,0.0012,0.787456,0.857088,0.770048,0.761856
2045,0.0021,0.585728,0.806912,0.77824,1.0281
4093,0.0041,0.615424,0.899072,0.746496,0.789504
8189,0.0037,0.66048,1.27078,0.871424,0.847872
16381,0.0079,0.80384,1.21037,0.966656,0.969728
32765,0.0175,1.01376,1.07418,1.11206,1.3056
65533,0.039,1.82579,1.73056,1.52269,1.44282
131069,0.5856,2.34394,2.68493,2.66342,3.35258
262141,1.1742,4.20352,4.4585,4.31411,4.77184
524285,2.3433,7.68,7.36666,7.5776,8.03635
1048573,5.149,15.2248,14.337,14.4671,14.7118
2097149,8.9899,29.4748,29.4502,28.7386,27.1688
4194301,19.7528,57.5652,55.3759,54.2546,53.588
8388605,35.8569,112.044,109.389,106.328,106.105
16777213,77.3527,228.946,216.859,211.874,210.037
33554429,153.28,462.716,442.027,425.52,421.584
67108861,296.451,926.534,880.438,850.521,840.562
13,0.0003,0.970752,0.868352,1.0793,0.896
29,0.0002,0.499712,0.720896,2.36442,0.82944
61,0.0002,0.52736,0.817152,0.608256,0.5632
125,0.0001,0.565248,0.55808,0.564224,0.584704
253,0.0003,1.32198,0.815104,0.897024,0.724992
509,0.0003,0.647168,0.733184,0.722944,0.664576
1021,0.0009,0.919552,0.9216,0.761856,0.67072
2045,0.0009,0.581632,0.897024,0.78848,0.761856
4093,0.0018,0.821248,0.728064,0.766976,0.771072
8189,0.0039,0.684032,1.09773,0.843776,0.813056
16381,0.0081,1.12742,1.0752,0.990208,0.845824
32765,0.0321,1.24723,1.25338,1.25338,1.06291
65533,0.0381,1.54931,1.6937,1.64659,1.70701
131069,0.587,2.3767,2.45248,2.70438,3.16928
262141,1.168,4.20147,4.12672,4.55168,4.9623
524285,2.3415,8.01792,7.42502,7.80186,7.96365
1048573,4.8588,14.9903,14.4404,14.7476,15.6488
2097149,9.3665,28.8737,28.5932,27.3152,28.2296
4194301,18.9379,58.3537,56.3743,53.6812,53.6453
8388605,37.6053,112.908,109.767,104.921,105.236
16777213,73.521,228.864,222.449,211.703,209.012
33554429,148.1,460.441,434.683,424.612,420.485
67108861,299.478,929.739,888.011,848.711,846.217
13,0,0.662528,0.838656,0.929792,0.835584
29,0.0002,0.512,0.744448,0.8704,1.19603
61,0.0002,0.627712,0.805888,0.929792,0.748544
125,0.0001,0.74752,0.873472,0.8704,0.722944
253,0.0001,0.575488,0.959488,0.867328,0.751616
509,0.0007,0.600064,0.805888,0.779264,0.657408
1021,0.0008,0.730112,0.796672,0.792576,0.714752
2045,0.0009,0.6656,0.823296,0.772096,0.714752
4093,0.0017,0.96768,0.862208,0.825344,0.756736
8189,0.0038,0.8448,0.96256,0.820224,0.749568
16381,0.0078,0.821248,1.11821,1.65171,0.912384
32765,0.0164,1.06086,1.24621,1.16941,1.14586
65533,0.0386,1.74797,1.64659,1.4121,1.58925
131069,0.5831,2.5303,2.77914,2.67469,2.92557
262141,1.2621,4.32333,4.03251,4.37555,4.93466
524285,2.3561,7.99334,7.42605,7.66976,8.22477
1048573,4.6854,15.5075,14.5582,14.2572,14.548
2097149,10.1327,29.2618,28.9352,27.5067,27.7473
4194301,19.5183,57.3133,56.5197,55.0502,53.5808
8388605,35.8021,112.696,111.837,106.3,106.071
16777213,74.5105,228.523,217.982,210.322,209.33
33554429,148.856,461.272,444.281,424.529,420.71
67108861,294.438,928.098,877.177,852.505,843.458
13,0.0001,0.553984,1.23802,0.781312,0.73728
29,0.0001,0.492544,0.820224,0.765952,0.826368
61,0.0001,0.470016,0.671744,0.789504,0.7936
125,0.0002,0.508928,0.756736,0.750592,0.731136
253,0.0003,0.49152,0.842752,0.754688,0.712704
509,0.0005,0.728064,0.726016,0.756736,1.0711
1021,0.0006,0.698368,0.863232,0.769024,0.738304
2045,0.0009,0.54784,0.8448,0.787456,0.847872
4093,0.0041,0.868352,0.87552,0.830464,0.766976
8189,0.0036,0.65024,0.949248,0.88064,0.791552
16381,0.0086,0.88576,1.06803,0.953344,0.950272
32765,0.0365,1.23802,1.26669,1.12128,1.07827
65533,0.0361,1.63738,1.6937,1.5319,1.49914
131069,0.5825,2.27635,2.5303,2.59994,3.14266
262141,1.2041,4.29363,3.98746,4.4585,5.47328
524285,2.6873,7.5479,7.78445,8.2985,8.50534
1048573,4.9092,14.6401,14.634,15.0395,14.7937
2097149,9.9636,28.7805,28.9331,27.3562,27.3859
4194301,18.7156,58.368,56.2422,54.0836,53.0084
8388605,35.9285,113.721,111.055,105.644,104.855
16777213,74.5769,227.909,220.583,209.893,210.225
33554429,148.487,461.355,433.33,424.211,419.526
67108861,292.872,928.008,888.768,851.008,844.634
13,0.0001,0.574464,0.70144,0.836608,0.772096
29,0.0001,0.524288,0.613376,0.982016,0.781312
61,0.0001,0.70656,0.768,0.876544,0.842752
125,0.0004,0.712704,0.724992,0.775168,0.703488
253,0.0004,0.514048,0.766976,0.663552,0.657408
509,0.0003,0.556032,0.695296,0.796672,0.749568
1021,0.0004,0.65536,0.9216,0.78848,0.720896
2045,0.0013,0.566272,0.883712,0.750592,0.715776
4093,0.0018,0.77312,0.902144,0.759808,0.713728
8189,0.0037,0.631808,0.934912,1.08851,0.80896
16381,0.0072,0.918528,1.0455,0.903168,0.893952
32765,0.0331,1.20525,1.54317,1.08954,1.07827
65533,0.0345,1.6087,1.63021,1.72339,1.51552
131069,0.5829,2.29478,2.48627,2.60506,3.05971
262141,1.2014,4.5271,4.58854,4.25882,4.9367
524285,2.4118,7.65747,7.60934,7.82643,8.53504
1048573,4.9786,15.3262,13.9704,14.6872,14.6319
2097149,9.4096,29.5127,28.8133,27.0838,27.5896
4194301,17.9836,58.1161,55.7722,54.2269,53.7938
8388605,45.4544,114.446,109.778,106.651,105.553
16777213,71.9013,229.362,217.097,210.739,209.531
33554429,147.207,461.299,441.205,422.981,424.162
67108861,293.031,929.321,879.488,851.055,840.391
13,0.0001,0.672768,0.813056,0.831488,0.813056
29,0.0001,0.482304,0.793536,0.770048,0.543744
61,0.0001,0.521216,0.7168,0.8192,0.777216
125,0.0003,0.500736,1.20525,0.77824,0.717824
253,0.0003,0.466944,0.759808,0.756736,0.879616
509,0.0002,0.577536,0.734208,0.666624,0.62976
1021,0.001,0.631808,0.76288,0.715776,0.739328
2045,0.0009,0.5888,0.858112,0.989184,0.780288
4093,0.0041,0.739328,0.861184,0.730112,0.743424
8189,0.0035,0.669696,0.922624,0.97792,0.75264
16381,0.007,0.822272,1.13766,0.859136,0.776192
32765,0.0308,1.0199,1.28,1.13254,1.10694
65533,0.0387,1.52064,1.57082,1.69062,1.70701
131069,0.5994,2.28966,2.52109,2.66752,3.41504
262141,1.2042,4.13082,4.07654,4.70016,4.93261
524285,2.3526,7.59501,7.3984,7.66259,8.38246
1048573,4.8711,14.6678,15.0979,15.0927,14.7333
2097149,11.2988,28.6751,28.2819,27.903,27.7944
4194301,19.353,57.8806,56.8965,53.6934,54.1614
8388605,38.883,113.068,112.231,105.936,105.718
16777213,73.1177,227.07,220.75,210.097,209.42
33554429,155.843,461.244,434.822,421.152,421.756
67108861,297.766,927.624,893.461,849.76,842.727
13,0.0001,0.490496,0.8448,0.85504,0.72192
29,0.0001,0.495616,0.628736,0.749568,0.755712
61,0.0001,0.759808,0.785408,1.05472,0.667648
125,0.0004,0.518144,0.768,1.66298,0.772096
253,0.0004,0.525312,0.769024,0.910336,0.758784
509,0.0007,0.641024,0.812032,1.54624,0.683008
1021,0.0004,0.585728,0.801792,0.894976,0.782336
2045,0.0008,0.60416,0.6656,0.743424,0.760832
4093,0.0225,0.674816,1.23597,0.989184,0.777216
8189,0.0035,0.82432,1.03629,0.905216,1.30048
16381,0.0075,0.771072,2.33574,1.01478,1.31584
32765,0.0307,1.04346,1.18682,1.19603,1.54829
65533,0.0378,1.6128,1.72237,1.59027,1.54726
131069,0.7038,2.29478,2.60403,2.54157,2.93069
262141,1.3488,4.14413,4.15334,4.8343,4.95821
524285,2.3404,8.18278,7.68717,8.17459,8.59443
1048573,4.6319,15.2566,15.2279,14.8972,14.6606
2097149,9.4654,29.3704,28.7867,28.672,27.4821
4194301,18.263,57.5017,54.7942,53.4907,54.2003
8388605,36.4912,113.608,109.915,105.005,105.198
16777213,71.8479,228.371,218.102,210.188,208.965
33554429,144.836,460.825,441.733,422.601,422.46
67108861,297.368,926.053,878.595,845.405,845.135
13,0.0001,0.521216,0.83968,0.914432,0.904192
29,0.0001,0.494592,0.718848,0.832512,0.77824
61,0.0002,0.65536,0.761856,0.774144,0.756736
125,0.0002,0.669696,0.75776,1.0793,0.75264
253,0.0002,0.530432,0.776192,0.712704,0.735232
509,0.0004,0.594944,0.730112,0.777216,0.765952
1021,0.0005,0.566272,0.79872,0.795648,0.802816
2045,0.0017,0.776192,0.80384,0.904192,0.980992
4093,0.002,0.888832,0.889856,0.831488,0.827392
8189,0.0036,0.922624,0.915456,0.771072,0.792576
16381,0.0074,0.805888,1.07008,0.946176,0.939008
32765,0.0577,1.14995,1.42541,1.07418,1.12026
65533,0.0355,1.65888,1.80838,1.49402,1.54214
131069,0.5858,2.77402,2.87334,2.48627,3.15699
262141,1.1737,4.22605,4.06221,4.84864,4.79744
524285,3.1982,7.92371,7.7312,8.36915,8.59034
1048573,4.4377,15.3897,14.9545,14.5254,14.6729
2097149,10.297,29.2895,28.7252,28.0945,27.9388
4194301,18.1015,57.4771,57.7618,53.247,52.6254
8388605,36.0656,112.937,111.463,105.936,105.99
16777213,74.0706,228.902,223.71,210.283,209.179
33554429,152.923,459.568,435.72,427.079,421.455
67108861,290.872,928.792,890.922,848.975,841.313
13,0.0001,0.473088,0.699392,0.72704,0.730112
29,0.0001,0.49152,1.02912,0.695296,0.710656
61,0.0001,0.497664,0.900096,0.748544,0.759808
125,0.0003,0.516096,0.75264,0.768,0.80896
253,0.0003,0.530432,0.744448,0.813056,1.01786
509,0.0006,0.559104,0.792576,0.791552,0.919552
1021,0.0005,0.572416,0.743424,0.837632,0.763904
2045,0.0008,0.846848,0.82944,0.740352,1.33837
4093,0.0018,0.567296,0.858112,0.73216,0.818176
8189,0.0061,0.864256,0.973824,0.809984,0.751616
16381,0.0078,0.753664,1.05574,0.9472,0.846848
32765,0.0163,1.04243,1.27898,1.19706,1.31379
65533,0.0369,1.41517,1.73466,1.64762,1.5616
131069,0.7336,2.32755,2.79347,2.70029,3.0505
262141,1.2814,4.09907,4.37965,4.53734,4.81485
524285,2.4098,8.57293,7.53562,8.2135,8.2647
1048573,4.4777,15.0682,15.2484,14.3401,14.7466
2097149,9.1994,29.5363,28.4754,27.7125,27.9552
4194301,19.0994,56.5484,55.0799,53.7661,53.9689
8388605,38.0154,114.189,110.33,106.444,105.072
16777213,74.4147,228.902,217.127,210.313,209.857
33554429,148.147,459.252,440.382,424.251,421.275
67108861,297.661,929.821,880.796,853.402,845.295
13,0,0.562176,0.910336,0.91648,0.83456
29,0.0001,0.497664,0.746496,0.811008,0.848896
61,0.0001,0.504832,0.927744,0.869376,0.823296
125,0.0003,0.61952,0.779264,0.794624,0.754688
253,0.0002,0.62976,0.756736,0.791552,0.744448
509,0.0004,0.539648,0.76288,0.859136,0.758784
1021,0.0004,0.553984,0.782336,0.75264,0.771072
2045,0.0013,0.569344,0.851968,0.765952,0.813056
4093,0.0018,0.576512,0.933888,1.24621,0.825344
8189,0.0035,0.77824,0.996352,0.863232,0.859136
16381,0.007,0.88576,1.63328,0.943104,0.894976
32765,0.0328,0.964608,1.29331,1.41005,1.31072
65533,0.0386,1.41005,1.67424,1.50835,1.54931
131069,0.5831,2.36134,2.41869,2.59277,3.10272
262141,1.1711,4.39091,3.93523,4.88038,4.91418
524285,2.3664,8.38451,8.3456,8.01178,8.06195
1048573,4.9297,15.4235,14.5172,14.0544,15.1194
2097149,10.5581,28.8471,28.1641,27.6777,27.9347
4194301,19.0602,57.2273,57.0501,53.9156,53.7549
8388605,38.3323,111.399,109.652,105.388,104.104
16777213,76.0072,223.374,220.984,211.057,211.709
33554429,148.1,460.08,435.92,424.715,421.171
67108861,290.815,925.006,892.226,848.261,844.15
13,0.0001,0.669696,0.676864,0.775168,0.693248
29,0.0001,0.575488,0.80384,0.806912,0.782336
61,0.0002,0.503808,0.785408,0.828416,0.605184
125,0.0004,0.524288,0.772096,0.78848,0.760832
253,0.0004,0.52736,0.760832,0.864256,0.791552
509,0.0004,0.484352,0.900096,0.77312,0.718848
1021,0.0005,0.656384,0.81408,0.77824,1.20422
2045,0.0017,0.720896,0.835584,0.739328,0.816128
4093,0.0018,0.616448,0.898048,0.81408,0.687104
8189,0.007,0.823296,0.883712,1.15098,1.25952
16381,0.0233,0.780288,1.15405,0.975872,0.898048
32765,0.0301,0.991232,1.68653,1.15507,1.10899
65533,0.0379,1.51859,1.70086,1.52064,1.56058
131069,0.6867,2.24973,3.32902,2.58765,3.32083
262141,1.3709,4.33971,4.01408,4.49946,4.71859
524285,2.5058,8.10803,7.72608,7.54483,7.88992
1048573,4.7661,15.0886,14.8552,15.2924,15.5791
2097149,9.6145,28.8748,29.5752,27.6552,27.5958
4194301,18.3093,57.5089,55.0963,54.3427,54.0672
8388605,37.7051,114.219,110.212,105.466,105.433
16777213,73.3006,228.22,216.413,210.477,212.129
33554429,146.297,462.467,441.838,423.71,420.172
67108861,296.199,931.041,878.647,851.516,841.16
13,0.0001,0.643072,0.889856,0.909312,0.6912
29,0.0002,0.47616,0.628736,0.774144,0.74752
61,0.0002,0.72192,0.813056,0.772096,0.67584
125,0.0003,0.601088,0.832512,0.780288,0.760832
253,0.0002,0.520192,0.772096,0.719872,2.16371
509,0.0005,0.544768,0.772096,0.731136,0.688128
1021,0.001,0.715776,0.857088,0.800768,0.7168
2045,0.0021,0.633856,0.872448,0.756736,0.770048
4093,0.0041,0.611328,0.905216,1.01069,0.761856
8189,0.0036,0.677888,0.937984,1.02195,0.786432
16381,0.0078,0.869376,1.12947,0.963584,0.960512
32765,0.0502,0.980992,1.11104,1.12845,1.16736
65533,0.0392,1.60154,1.6425,1.45203,1.47558
131069,0.5828,2.34189,2.49344,2.62451,3.02182
262141,1.2034,4.25165,4.03251,4.38272,5.04109
524285,2.3415,7.78854,7.66566,8.36813,8.46029
1048573,4.7973,14.5848,14.8275,14.2633,14.2643
2097149,10.418,29.226,28.3658,27.2159,28.0033
4194301,18.0624,59.3398,57.7331,52.9889,53.2797
8388605,36.3561,114.51,110.692,105.769,103.675
16777213,72.0733,228.201,220.567,212.002,210.119
33554429,149.127,459.207,434.712,425.215,421.178
67108861,294.844,927.745,893.064,849.571,837.052
13,0.0001,0.467968,0.909312,0.910336,0.883712
29,0.0001,0.484352,0.751616,0.930816,0.888832
61,0.0001,0.754688,0.669696,0.7424,0.774144
125,0.0002,0.62464,0.743424,0.769024,1.13152
253,0.0004,0.63488,0.712704,0.666624,0.668672
509,0.0004,0.72192,0.86528,0.765952,0.7424
1021,0.0005,0.65024,0.73728,0.73216,0.677888
2045,0.0008,0.78336,0.866304,0.714752,0.6656
4093,0.0019,0.693248,0.868352,0.823296,0.726016
8189,0.0039,0.631808,0.927744,1.01274,0.79872
16381,0.0094,0.933888,1.06906,0.914432,0.907264
32765,0.0307,1.11206,1.24621,1.17658,1.09158
65533,0.0554,1.45818,1.59744,1.9968,1.61894
131069,0.7159,2.3593,2.3849,2.55386,3.10067
262141,1.1996,4.18918,4.24755,4.31616,4.71142
524285,2.3405,7.73734,7.44448,7.52026,8.43981
1048573,4.7957,15.0886,14.4937,14.7896,14.1885
2097149,9.0823,28.4129,29.226,27.3961,27.5313
4194301,18.7215,57.9133,55.1649,53.334,53.3934
8388605,39.3219,112.947,110.446,106.878,105.035
16777213,74.9666,229.579,218.949,211.91,210.557
33554429,147.107,461.264,440.336,424.136,421.291
67108861,295.912,925.491,877.567,851.686,840.086
13,0.0001,0.52736,0.653312,0.734208,0.734208
29,0.0001,0.512,0.612352,0.613376,0.594944
61,0.0002,0.49664,0.649216,0.684032,0.520192
125,0.0002,0.516096,0.837632,1.09568,0.805888
253,0.0002,0.528384,0.7936,0.75776,0.718848
509,0.0004,0.55296,0.775168,0.664576,0.70656
1021,0.0005,0.549888,0.854016,0.764928,0.951296
2045,0.0009,0.54272,0.915456,0.74752,0.723968
4093,0.0048,0.543744,0.869376,0.87552,0.801792
8189,0.0038,0.62464,0.864256,0.843776,0.832512
16381,0.0099,0.905216,1.16122,0.945152,0.893952
32765,0.0174,0.991232,1.26464,1.12845,1.54829
65533,0.0395,1.37523,1.71418,1.60563,2.08691
131069,0.6056,2.44122,2.65626,2.43814,3.07507
262141,1.1689,4.47898,4.10829,4.37965,5.4528
524285,2.3423,8.27085,7.85203,7.89606,9.2201
1048573,4.7564,15.0077,14.4148,15.0938,14.5674
2097149,9.1466,29.4646,28.9516,27.0131,27.4995
4194301,20.4086,57.0716,55.8868,54.6161,53.844
8388605,36.4423,115.125,110.047,105.526,106.445
16777213,75.3013,228.189,221.497,211.371,211.192
33554429,146.533,462.913,434.192,423.865,420.586
67108861,295.724,930.746,892.583,850.693,842.278
13,0.0001,0.553984,0.70144,0.88064,0.832512
29,0.0003,0.594944,0.756736,0.882688,0.82944
61,0.0002,0.518144,0.705536,0.790528,0.749568
125,0.0004,0.572416,0.805888,1.35578,0.774144
253,0.0005,0.57344,0.751616,0.796672,0.715776
509,0.0193,0.570368,0.754688,0.78336,0.658432
1021,0.0011,0.559104,0.822272,0.738304,0.672768
2045,0.0007,0.586752,0.866304,0.789504,0.83456
4093,0.004,0.615424,0.874496,0.781312,1.1561
8189,0.0039,0.796672,0.882688,0.77824,0.775168
16381,0.0072,0.892928,1.04243,0.859136,0.887808
32765,0.0173,0.995328,1.44384,1.18067,1.14893
65533,0.037,1.39776,1.78278,1.46227,1.53088
131069,0.5857,2.16678,3.22765,2.46579,3.19795
262141,1.1687,4.59878,4.0745,4.48614,4.95616
524285,2.2188,7.63187,7.36659,7.83155,8.50944
1048573,4.4388,15.3344,15.0313,15.2074,14.3872
2097149,8.897,29.4277,29.2127,27.6142,27.5005
4194301,18.346,59.222,56.6774,53.7846,53.5265
8388605,36.0781,113.182,110.33,104.878,105.638
16777213,80.0456,228.451,218.571,211.838,210.126
33554429,150.892,461.245,440.9,423.38,421.164
67108861,301.535,924.488,873.145,847.087,843.517
13,0.0001,0.528384,0.54784,1.3527,0.843776
29,0.0001,0.536576,0.612352,0.896,0.523264
61,0.0002,0.49664,0.72192,0.590848,0.485376
125,0.0002,1.08032,0.505856,0.556032,0.559104
253,0.0004,0.521216,0.755712,0.745472,0.657408
509,0.0006,0.684032,0.77824,0.9728,0.602112
1021,0.0007,0.622592,0.693248,0.832512,0.684032
2045,0.0015,0.689152,1.88621,0.8448,0.787456
4093,0.0022,0.580608,0.743424,0.591872,0.804864
8189,0.0036,0.62464,0.84992,1.24928,0.7168
16381,0.009,0.861184,1.09363,0.94208,0.705536
32765,0.0248,1.28512,1.19398,0.924672,0.939008
65533,0.0388,1.32813,2.00909,1.34349,2.31117
131069,0.8289,2.25178,3.23072,2.8887,3.0976
262141,1.2802,4.01818,3.93523,4.74726,4.19123
524285,2.4898,8.70912,7.86637,7.95341,8.7552
1048573,4.8901,16.1444,15.2146,15.0374,15.2443
2097149,9.37,28.9864,28.5481,27.733,27.5313
4194301,21.5251,57.4116,57.0327,53.9924,54.0887
8388605,37.8376,113.447,110.838,106.159,106.052
16777213,84.7573,228.467,221.033,211.486,208.078
33554429,154.143,457.909,430.697,424.99,419.835
67108861,311.957,931.874,890.771,848.082,837.751
13,0.0001,0.572416,0.754688,0.521216,1.14074
29,0.0001,0.635904,0.8448,0.92672,0.841728
61,0.0002,0.463872,0.794624,0.676864,0.699392
125,0.0003,0.464896,0.740352,0.715776,0.664576
253,0.0001,0.740352,1.06291,0.77824,0.749568
509,0.0003,0.64,0.628736,0.78848,0.65024
1021,0.0004,0.804864,0.765952,0.821248,1.24211
2045,0.0009,0.973824,0.78848,0.774144,0.759808
4093,0.0204,0.80384,0.815104,0.79872,0.809984
8189,0.0034,0.821248,0.95744,0.771072,0.777216
16381,0.0076,0.914432,2.20979,0.95744,0.909312
32765,0.0174,1.3056,1.28307,1.20115,1.05574
65533,0.0405,1.51347,1.68755,1.57389,1.51245
131069,0.6228,2.40026,2.51597,2.92557,3.26042
262141,1.2813,4.28134,5.27872,4.39706,4.52403
524285,2.4096,7.47213,7.49773,7.55814,7.81312
1048573,4.6849,15.3385,15.2279,14.0247,15.8925
2097149,10.1468,29.738,29.3335,27.3132,28.329
4194301,20.6963,57.9144,55.5274,55.1168,53.3883
8388605,37.9062,113.121,109.733,105.334,105.402
16777213,76.1149,227.892,216.879,209.164,209.643
33554429,149.233,460.671,441.178,427.569,421.378
67108861,298.179,924.84,879.86,847.834,843.463
13,0.0001,0.43008,0.509952,0.551936,0.749568
29,0.0001,0.428032,0.627712,1.1735,0.649216
61,0.0002,0.500736,0.5376,0.608256,0.567296
125,0.0004,0.512,0.603136,0.760832,0.768
253,0.0002,0.556032,0.775168,1.01274,0.82432
509,0.0006,0.64,0.904192,0.794624,0.77312
1021,0.0004,0.533504,0.820224,0.809984,0.744448
2045,0.0008,0.567296,0.871424,0.8448,0.830464
4093,0.0022,0.570368,0.882688,1.64147,0.804864
8189,0.0036,0.677888,0.932864,1.06803,0.801792
16381,0.0081,0.784384,1.03834,0.867328,1.03731
32765,0.0324,1.00352,1.7879,1.31482,1.61894
65533,0.0399,1.86778,1.7408,1.54419,1.69062
131069,0.5827,2.33984,2.53133,2.68698,3.74989
262141,1.1677,4.33562,5.10874,4.46566,4.88141
524285,2.691,8.1449,7.36358,7.9913,8.03021
1048573,4.9443,15.4829,14.7497,14.1855,15.5054
2097149,9.3046,29.0734,29.183,27.518,28.1979
4194301,18.9029,58.623,55.765,53.6433,54.7891
8388605,39.4498,113.893,110.099,105.973,105.456
16777213,78.5617,227.481,220.646,212.244,208.509
33554429,148.979,460.5,435.75,425.264,422.284
67108861,294.084,927.253,889.191,850.51,844.26
13,0.0001,0.63488,0.688128,1.41414,0.818176
29,0.0001,0.57856,0.866304,0.889856,0.859136
61,0.0002,0.448512,0.73216,0.781312,0.80384
125,0.0003,0.507904,0.838656,0.86528,0.731136
253,0.0001,0.618496,0.709632,0.877568,0.722944
509,0.0002,0.70144,0.713728,0.910336,0.813056
1021,0.0004,0.557056,0.796672,0.787456,0.755712
2045,0.001,0.640992,0.863232,0.713728,0.731136
4093,0.0017,1.04448,0.674816,0.575488,1.00762
8189,0.0034,0.66048,0.990208,0.857088,0.909312
16381,0.0073,0.913408,0.990208,0.881664,0.956416
32765,0.0369,1.16429,1.28205,1.09158,1.08749
65533,0.0389,1.44998,1.63635,1.72544,1.42438
131069,0.6128,2.2487,2.92864,2.89587,2.9655
262141,1.3163,4.0919,4.11341,4.65203,4.69914
524285,2.3411,7.85306,7.424,7.64826,8.04045
1048573,4.6834,15.4532,15.0856,14.7016,14.8603
2097149,8.875,29.2116,28.3525,27.7699,27.4924
4194301,18.3728,57.6307,55.0175,53.6515,54.5597
8388605,40.053,113.1,109.578,106.481,105.683
16777213,74.3454,228.487,218.286,209.831,210.849
33554429,149.968,462.244,440.487,422.657,425.206
67108861,299.877,927.236,885.102,852.3,842.412
13,0,0.748544,0.913408,0.909312,0.828416
29,0.0001,0.569344,0.750592,1.01069,0.833536
61,0.0002,0.736256,0.878592,0.786432,0.73216
125,0.0001,0.71168,0.796672,0.77312,0.735232
253,0.0002,0.516096,0.768,0.7936,1.4295
509,0.0003,0.544768,0.784384,0.776192,0.8192
1021,0.0004,0.663552,0.766976,0.789504,0.734208
2045,0.0009,0.770048,0.775168,0.751616,0.663552
4093,0.0016,1.21856,0.904192,0.858112,0.723968
8189,0.003,0.6912,1.09978,0.874496,0.828416
16381,0.007,0.800768,1.55853,0.969728,0.905216
32765,0.0157,1.1479,1.52576,1.34451,1.03424
65533,0.0369,1.41517,1.66195,1.53293,1.52474
131069,0.5858,2.27328,2.46989,2.53235,2.99418
262141,1.172,4.31104,4.16461,4.49536,5.3289
524285,2.3415,8.10189,7.7271,8.07117,8.74496
1048573,4.6855,15.4972,14.7036,15.4819,14.7425
2097149,11.7864,29.3048,28.5676,27.7187,27.4043
4194301,19.637,57.5365,56.3855,55.6308,54.2474
8388605,36.0818,113.118,111.807,105.954,105.538
16777213,72.5164,228.363,220.854,212.462,212.137
33554429,148.596,464.397,430.95,425.028,420.545
67108861,296.975,933.069,890.207,851.296,843.51
13,0.0001,0.724992,0.887808,0.910336,1.36602
29,0.0001,0.661504,0.86528,0.927744,0.84992
61,0.0001,0.479232,0.785408,0.761856,0.65024
125,0.0001,0.500736,0.800768,0.833536,0.759808
253,0.0002,0.551936,0.80384,0.758784,0.651264
509,0.0002,0.523264,0.782336,0.705536,0.700416
1021,0.0004,0.618496,0.73728,0.753664,0.726016
2045,0.0008,0.913408,0.858112,0.899072,0.668672
4093,0.0019,0.592896,0.891904,1.17555,0.794624
8189,0.0031,0.6144,1.00454,1.0199,0.867328
16381,0.0065,0.93696,0.980992,0.872448,0.91648
32765,0.0164,1.04858,1.25645,1.14074,1.05882
65533,0.038,1.51654,1.62918,2.37875,1.55136
131069,0.7855,2.3081,2.59482,2.52109,3.0167
262141,1.3487,4.26598,4.06528,4.89882,4.96742
524285,2.3422,7.68512,8.81357,7.57862,7.9831
