Array Size,CPU (s),Na‹ve (s),Work Efficient (s),Shared Memory (s),Thrust (s)
13,0.0001,0.627712,0.877568,0.836608,0.656384
29,0.0001,0.625664,0.77312,0.776192,0.840704
61,0.0001,0.751616,0.815104,0.746496,0.687104
125,0.0002,0.52736,0.68608,0.797696,0.843776
253,0.0002,0.647168,0.77312,1.6855,0.88064
509,0.0004,0.581632,0.631808,0.780288,0.761856
1021,0.0005,0.667648,0.831488,0.724992,0.698368
2045,0.002,0.723968,0.846848,0.708608,0.677888
4093,0.0019,0.796672,0.8704,2.17498,0.782336
8189,0.0036,0.73216,0.848896,0.944128,0.81408
16381,0.0082,1.01069,1.05677,0.939008,0.892928
32765,0.0183,1.09568,1.21651,1.05984,1.06086
65533,0.0379,1.41005,1.72442,1.85856,1.73056
131069,0.6019,2.24973,2.50266,2.85696,3.4816
262141,1.2037,4.16461,4.22502,4.1513,5.18042
524285,2.4096,7.70253,7.43424,7.65952,8.03021
1048573,4.4368,14.9494,14.7927,15.062,14.9309
2097149,9.4904,29.6028,29.1267,27.3172,27.7811
4194301,17.9187,57.8519,55.3124,53.5562,54.0621
8388605,39.3901,113.952,110.653,106.258,105.542
16777213,74.1735,227.564,217.388,211.342,210.041
33554429,147.912,461.563,439.605,423.034,422.044
67108861,293.861,930.079,876.86,852.257,842.562
13,0.0001,0.562176,0.914432,0.816128,0.866304
29,0.0002,0.543744,0.704512,0.77824,1.03117
61,0.0002,0.590848,0.797696,1.36602,0.995328
125,0.0003,0.625664,0.770048,0.667648,0.653312
253,0.0004,0.530432,0.794624,0.735232,0.96768
509,0.0006,0.510976,0.83968,0.830464,0.811008
1021,0.0005,0.627712,0.969728,0.802816,0.730112
2045,0.0016,0.559104,0.739328,0.7936,0.659456
4093,0.0022,0.813056,0.93184,0.8448,0.755712
8189,0.0034,0.72192,0.959488,0.842752,1.19603
16381,0.0077,0.750592,1.41517,0.925696,0.986112
32765,0.0443,1.05062,1.29024,1.11206,1.25952
65533,0.0357,1.49504,2.52109,1.54214,1.55238
131069,0.5846,2.3593,2.46784,2.63475,3.04947
262141,1.1684,4.51277,4.31104,4.78822,5.10976
524285,2.3402,8.30464,7.99949,7.85408,8.04762
1048573,4.6834,15.23,14.3985,14.5377,14.6268
2097149,9.449,30.3974,28.1887,27.777,29.5199
4194301,17.9492,58.4387,56.3538,54.3058,54.1655
8388605,36.7361,113.253,109.991,105.929,106.359
16777213,76.3707,230.451,222.296,211.804,209.469
33554429,145.114,461.157,436.161,424.807,422.297
67108861,292.011,931.18,892.245,851.612,845.543
13,0.0001,0.500736,1.91693,0.9216,0.896
29,0.0001,0.488448,0.840704,0.87552,0.667648
61,0.0002,1.07827,0.804864,0.812032,0.695296
125,0.0002,0.7424,0.75264,1.39878,0.74752
253,0.0003,0.845824,0.734208,0.65536,0.749568
509,0.0004,0.661504,0.784384,0.775168,1.09056
1021,0.0007,0.692224,0.744448,0.71168,0.673792
2045,0.0009,0.555008,1.10797,0.842752,0.722944
4093,0.0018,0.728064,0.87552,0.797696,0.703488
8189,0.0035,0.641024,0.946176,0.86016,0.794624
16381,0.0087,0.749568,1.0537,1.97427,0.982016
32765,0.052,1.1049,1.2288,1.06291,1.03014
65533,0.0381,1.53805,1.67834,1.84627,1.51654
131069,0.5859,2.23949,2.47091,2.6153,3.12422
262141,1.2041,4.34995,4.58342,4.48717,5.29818
524285,2.3977,7.68717,8.46643,8.18278,8.47565
1048573,4.7199,15.019,14.5603,14.4261,14.6862
2097149,8.9169,29.2803,28.8891,28.9116,28.9147
4194301,19.5177,57.3184,55.511,53.4088,54.185
8388605,38.5846,115.252,108.989,105.424,105.564
16777213,72.1001,229.087,217.41,210.595,209.907
33554429,145.755,460.287,441.888,425.528,422.348
67108861,296.603,926.888,876.076,848.979,845.924
13,0.0001,0.575488,1.11206,0.893952,0.925696
29,0.0001,0.60928,0.751616,0.80896,0.75264
61,0.0002,0.590848,0.734208,0.775168,1.2073
125,0.0002,0.605184,0.761856,0.6656,2.39104
253,0.0002,0.637952,0.630784,0.637952,0.616448
509,0.0005,0.592896,0.647168,0.559104,0.531456
1021,0.0005,0.565248,0.62464,0.611328,0.60928
2045,0.0015,0.61952,0.710656,0.65024,0.600064
4093,0.0018,0.663552,0.830464,0.784384,0.776192
8189,0.0035,0.636928,0.999424,0.98304,0.897024
16381,0.0095,0.756736,1.10797,1.02707,0.975872
32765,0.0445,1.17965,1.26054,1.12333,1.21242
65533,0.0517,1.36397,1.90669,1.54317,1.5319
131069,0.5827,2.32243,2.51494,2.69619,3.17645
262141,1.1697,4.34381,4.08269,4.70323,5.08109
524285,2.5639,8.0384,7.41683,7.92986,8.3671
1048573,4.4357,15.4685,14.7814,14.1865,14.4671
2097149,9.0661,29.3847,28.6228,27.5855,27.6152
4194301,20.1138,58.4305,56.9661,53.0637,53.6248
8388605,36.7008,114.938,111.277,105.821,104.907
16777213,73.4308,228.043,222.879,212.549,211.065
33554429,148.833,460.794,436.013,426.773,420.345
67108861,298.376,923.099,890.381,851.131,844.226
13,0.0001,0.431104,0.845824,0.761856,0.812032
29,0.0001,0.68096,0.7936,0.801792,0.768
61,0.0003,0.513024,1.03731,0.765952,0.664576
125,0.0003,0.524288,0.765952,0.719872,0.715776
253,0.0002,0.528384,0.876544,0.770048,0.687104
509,0.0192,0.50176,0.846848,0.794624,0.733184
1021,0.0004,0.526336,0.892928,0.822272,0.7424
2045,0.0198,0.540672,0.905216,0.799744,0.708608
4093,0.0018,0.577536,0.879616,1.21754,0.82944
8189,0.004,0.628736,0.93696,0.84992,0.765952
16381,0.0074,0.941056,1.04653,0.910336,0.879616
32765,0.0343,1.06086,1.34554,1.10285,1.08032
65533,0.037,1.51142,1.68346,1.56058,1.56979
131069,0.6024,2.26406,2.44736,2.67981,3.08838
262141,1.2085,4.29261,4.67558,4.30387,4.97869
524285,2.4232,7.78752,8.06195,7.68614,8.51661
1048573,4.9071,15.0282,15.1839,14.1466,14.293
2097149,10.3078,29.0458,28.9935,27.649,28.1958
4194301,17.9122,57.6655,54.9796,53.4026,53.8655
8388605,37.4956,113.398,109.897,105.983,104.654
16777213,71.7648,229.109,219.413,209.693,209.677
33554429,145.491,461.018,443.959,424.841,421.716
67108861,294.315,928.077,879.661,850.393,844.234
13,0.0001,0.513024,0.65536,0.801792,0.67072
29,0.0002,0.515072,0.802816,0.78336,0.713728
61,0.0001,0.67072,0.681984,0.649216,0.72192
125,0.0003,0.702464,0.6912,0.674816,0.6912
253,0.0003,1.48275,0.77824,0.907264,0.729088
509,0.0004,0.51712,0.772096,0.760832,1.07213
1021,0.0004,0.551936,0.791552,0.779264,0.782336
2045,0.0009,0.540672,0.904192,0.78336,0.755712
4093,0.0018,0.738304,0.869376,0.799744,0.724992
8189,0.0035,0.636928,1.1223,1.38035,0.842752
16381,0.0273,0.881664,1.10387,0.907264,0.990208
32765,0.0253,1.16634,1.22163,1.32096,1.09466
65533,0.0373,1.3609,1.70598,1.52781,1.56262
131069,0.6024,2.4279,2.45862,2.5897,3.13754
262141,1.2369,4.26701,4.0489,4.52198,4.87731
524285,2.3408,7.72608,7.77728,7.4711,8.2391
1048573,4.8763,15.0508,15.49,14.462,14.4763
2097149,9.9291,29.0949,27.8108,28.1866,27.8938
4194301,18.8287,56.2872,56.1684,54.2659,53.3791
8388605,35.9297,114.033,110.073,105.847,105.488
16777213,77.4387,228.768,221.379,211.265,209.506
33554429,147.842,460.896,435.932,424.849,421.82
67108861,294.635,928.911,892.04,853.665,843.663
13,0,0.551936,0.91648,1.81453,0.840704
29,0.0002,0.489472,0.837632,0.769024,0.73216
61,0.0002,0.676864,0.728064,0.67072,0.699392
125,0.0002,0.535552,0.867328,1.74285,0.800768
253,0.0002,0.531456,0.8192,0.826368,0.695296
509,0.0004,0.52224,0.749568,0.644096,0.66048
1021,0.0009,0.649216,0.782336,1.03936,0.748544
2045,0.0009,0.707584,0.779264,0.772096,0.816128
4093,0.0019,0.603136,0.89088,0.826368,1.31072
8189,0.0038,0.842752,0.898048,0.805888,0.83968
16381,0.0284,0.940032,0.976896,0.955392,0.937984
32765,0.0165,1.2032,1.23392,1.26157,1.1479
65533,0.039,1.42234,1.69882,1.50528,1.49402
131069,0.5856,2.304,2.58662,2.79757,2.98803
262141,1.1706,4.2752,4.14208,4.5056,4.73395
524285,2.3998,7.91245,7.57146,7.51923,7.9657
1048573,4.6861,15.7696,14.38,14.166,14.9617
2097149,9.129,29.5997,28.6577,26.9281,27.5886
4194301,18.2538,57.3911,56.0056,54.2915,54.2208
8388605,39.5213,112.526,110.348,106.636,105.019
16777213,72.2643,228.471,218.258,210.022,210.551
33554429,145.557,458.793,441.596,423.886,420.46
67108861,290.317,929.126,876.29,850.857,842.131
13,0.0001,0.493568,0.713728,0.7168,0.718848
29,0.0004,0.495616,0.750592,0.801792,0.641024
61,0.0001,0.714752,0.789504,0.673792,0.729088
125,0.0002,0.700416,0.777216,0.780288,0.768
253,0.0004,0.774144,0.753664,1.20627,0.729088
509,0.0003,0.886784,0.715776,0.832512,0.746496
1021,0.0007,0.66048,0.763904,0.763904,0.71168
2045,0.0017,0.852992,0.918528,0.707584,0.753664
4093,0.0019,0.756736,0.822272,1.11821,0.81408
8189,0.0078,0.826368,1.01171,0.800768,0.723968
16381,0.008,1.1223,1.04653,1.30458,0.894976
32765,0.0313,1.07622,1.21754,1.1561,1.05779
65533,0.0397,1.3865,1.70906,1.52269,1.53702
131069,0.6031,2.65011,2.53952,2.55283,3.0505
262141,1.2081,4.352,4.43597,4.38784,4.90291
524285,2.5825,7.89606,7.4752,8.62618,8.01178
1048573,6.194,15.5781,14.7487,14.2438,14.5357
2097149,10.1276,30.1199,28.7642,27.7821,28.0689
4194301,20.405,57.4444,57.3645,54.0733,53.3709
8388605,35.881,113.044,109.519,105.354,106.926
16777213,75.9838,227.855,220.311,211.764,210.613
33554429,150.617,461.74,432.938,422.43,420.196
67108861,299.768,926.644,893.503,846.865,845.79
13,0.0001,0.560128,1.13254,0.917504,1.27898
29,0.0001,0.49664,0.75264,0.776192,0.739264
61,0.0003,0.733184,0.930816,0.799744,0.754688
125,0.0001,0.472064,0.759808,0.770048,0.971776
253,0.0004,0.785408,0.809984,0.685056,0.771072
509,0.0007,0.539648,0.794624,0.786432,0.743424
1021,0.0011,0.633856,0.748544,0.80896,0.764928
2045,0.0017,0.596992,0.866304,0.781312,0.76288
4093,0.0232,0.764928,0.90112,0.95232,0.766976
8189,0.0035,0.796672,0.929792,0.866304,0.851968
16381,0.0077,0.785408,1.06394,0.968704,0.93184
32765,0.0161,1.47968,1.31277,1.19808,1.09773
65533,0.0363,1.39059,1.69677,1.52064,1.53293
131069,0.6028,2.32141,2.4361,2.94707,3.04947
262141,1.174,4.72474,4.16563,4.94899,4.53018
524285,2.4103,7.79981,7.50387,8.06093,8.24115
1048573,4.804,14.6207,14.9924,14.8736,14.7476
2097149,9.4982,28.714,29.3673,27.8149,28.3884
4194301,18.1335,58.5564,55.3226,54.9294,53.5665
8388605,38.2382,115.26,112.981,108.288,105.004
16777213,73.9456,228.293,218.346,213.884,211.528
33554429,147.483,463.545,438.222,424.915,420.002
67108861,296.084,931.032,874.479,847.315,843.456
13,0.0001,0.483328,1.05062,0.731136,0.710656
29,0.0001,0.49152,0.712704,0.67584,0.729088
61,0.0001,0.622592,0.823296,0.775168,1.04346
125,0.0003,0.47616,0.807936,0.785408,1.17965
253,0.0002,0.52224,0.785408,0.787456,0.749568
509,0.0006,0.6144,0.750592,0.789504,0.702464
1021,0.0005,0.54272,0.815104,0.791552,0.736256
2045,0.002,0.671744,0.863232,0.781312,0.750592
4093,0.0039,0.611328,0.900096,0.809984,0.801792
8189,0.0036,0.67072,0.980992,0.859136,0.850944
16381,0.0082,0.842752,1.0793,0.954368,0.935936
32765,0.0181,0.992256,1.21344,1.24211,1.11104
65533,0.071,1.6128,2.23334,1.82067,1.58822
131069,0.5838,2.69312,2.93274,2.62554,3.12934
262141,1.2084,4.33152,4.05402,4.53325,4.70938
524285,2.5939,8.07526,8.25037,7.99027,8.09779
1048573,4.6397,14.9268,14.7814,14.5879,14.7948
2097149,10.2132,29.6008,27.9726,27.0418,27.5794
4194301,18.3158,57.0153,56.49,53.7508,53.6269
8388605,35.8415,112.044,111.08,105.417,105.978
16777213,72.2375,228.025,221.073,210.551,208.907
33554429,150.88,462.705,432.894,422.76,422.719
67108861,293.804,929.998,891.552,852.127,843.554
13,0.0001,0.571392,0.7424,0.7424,0.637952
29,0.0002,0.479232,0.741376,0.772096,1.22778
61,0.0003,0.556032,1.10592,0.760832,0.740352
125,0.0002,0.50176,0.764928,0.76288,1.79098
253,0.0004,0.529408,0.75264,0.775168,0.754688
509,0.0004,0.535552,1.2032,0.780288,0.98816
1021,0.0009,0.67584,1.29331,0.800768,0.753664
2045,0.0021,1.48173,0.889856,0.761856,0.77312
4093,0.0036,0.681984,0.867328,0.801792,0.679936
8189,0.0036,0.826368,0.954368,0.85504,0.805888
16381,0.0081,0.751616,1.05165,1.26054,0.95744
32765,0.0181,0.961536,1.24723,1.22163,1.09158
65533,0.0375,1.35782,1.75206,1.54522,1.55955
131069,0.586,2.33267,2.4617,2.31629,2.82317
262141,1.1762,4.38477,4.3049,4.24653,4.56294
524285,2.342,7.71277,7.7015,8.04352,8.65798
1048573,4.7634,15.1286,15.4286,15.3293,15.4675
2097149,9.2314,29.5854,28.8338,28.2102,27.648
4194301,18.2937,58.4294,54.996,54.1635,54.6345
8388605,37.583,112.961,108.977,105.805,105.007
16777213,72.0561,228.607,218.427,209.746,210.969
33554429,147.515,461.649,440.497,423.689,420.205
67108861,295.954,930.312,878.673,849.373,840.478
13,0.0001,0.500736,0.845824,0.687104,0.848896
29,0.0002,0.754688,0.84992,0.837632,0.830464
61,0.0002,0.68096,0.80384,0.7424,0.70656
125,0.0002,0.512,0.75264,0.78336,0.779264
253,0.0003,0.690176,0.77312,0.663552,0.657408
509,0.0007,0.590848,0.702464,0.80896,0.736256
1021,0.0005,0.598016,0.785408,0.777216,0.787456
2045,0.0016,0.540672,0.780288,0.786432,0.82944
4093,0.0018,0.607232,0.98304,0.784384,1.03219
8189,0.0039,0.631808,0.974848,0.879616,0.955392
16381,0.0078,0.801792,1.17555,0.948224,1.05062
32765,0.0166,1.01786,1.16941,1.15814,1.36602
65533,0.0375,1.9712,1.71418,1.58413,1.50221
131069,0.5832,2.24973,2.54362,2.61837,3.67002
262141,1.2027,4.30899,4.87936,4.20762,4.86605
524285,2.3403,8.21555,7.50899,7.96058,9.07469
1048573,4.6836,15.1122,14.9647,14.5541,14.9156
2097149,9.4513,29.527,28.0678,27.4452,27.6603
4194301,18.3713,58.2083,57.3215,53.5316,53.929
8388605,36.1971,114.038,110.579,105.32,104.173
16777213,76.6897,227.988,221.608,212.323,209.303
33554429,149.805,460.709,432.503,425.467,420.543
67108861,297.699,928.109,892.002,853.147,843.342
13,0.0001,0.759808,0.987136,0.91648,0.8704
29,0.0002,0.504832,0.723968,0.759808,0.678912
61,0.0003,0.647168,0.622592,0.683008,0.690176
125,0.0004,0.623616,0.801792,0.770048,0.73728
253,0.0005,0.498688,0.765952,0.90624,0.733184
509,0.0005,0.503808,0.765952,1.04448,0.784384
1021,0.0004,0.615424,0.78336,0.954368,0.766976
2045,0.0008,0.692224,0.840704,0.754688,0.74752
4093,0.0017,0.777216,0.891904,0.802816,0.76592
8189,0.0038,0.62464,0.934912,1.1776,0.923648
16381,0.0073,0.746496,1.06803,1.53498,1.15814
32765,0.0445,1.0025,1.24723,1.22368,1.12026
65533,0.0397,1.44384,1.81555,1.57696,1.51245
131069,0.5827,2.40742,2.48218,3.48467,3.09453
262141,1.2018,4.864,4.14413,4.37965,5.17939
524285,2.3403,7.76397,7.7015,8.04762,8.64563
1048573,4.9726,14.7302,14.9248,14.3596,14.3391
2097149,8.9976,29.3755,28.6003,28.1344,28.1948
4194301,18.2608,57.4935,55.0175,54.0416,53.9761
8388605,41.5901,113.554,109.484,106.286,105.854
16777213,72.528,228.616,217.215,209.58,212.022
33554429,144.022,460.989,442.763,423.597,419.199
67108861,296.16,928.011,876.416,850.169,844.932
13,0.0132,0.518144,1.36704,0.878592,0.786432
29,0.0002,0.52224,0.835584,0.764928,1.21242
61,0.0002,0.509952,0.81408,1.03322,1.67731
125,0.0002,0.689152,0.80384,1.01274,0.572416
253,0.0003,0.606208,0.566272,0.611328,0.570368
509,0.0006,0.729088,0.791552,1.21446,0.755712
1021,0.0009,0.556032,0.791552,0.7936,0.71168
2045,0.0019,0.582656,0.929792,0.731136,0.661504
4093,0.004,0.58368,0.964608,0.914432,0.776192
8189,0.0034,0.617472,1.33734,0.862208,0.830464
16381,0.008,0.874496,1.00864,1.01376,0.9472
32765,0.0524,1.37523,1.25747,1.0711,1.06906
65533,0.0339,1.48582,1.79507,1.61382,1.46944
131069,0.6,2.23949,2.9737,2.46886,3.95776
262141,1.3445,4.18816,4.33459,4.62131,6.12045
524285,2.3416,7.8592,7.39942,7.87866,8.03021
1048573,6.8432,15.1788,14.6954,14.1373,14.7016
2097149,9.5276,28.887,29.2628,27.3275,27.5333
4194301,17.8875,59.6163,56.1981,54.7604,53.4528
8388605,36.1516,114.151,109.914,105.345,105.197
16777213,73.4677,229.037,220.292,210.225,210.511
33554429,147.49,461.521,432.941,425.942,420.308
67108861,292.795,930.938,892.295,847.635,843.719
13,0.0001,0.627712,0.893952,0.902144,1.45408
29,0.0004,0.6656,0.800768,0.872448,1.23802
61,0.0001,0.492544,0.766976,0.790528,0.723968
125,0.0003,0.52224,0.65536,0.769024,0.726016
253,0.0003,0.53248,0.587776,0.772096,0.744448
509,0.0004,0.672768,0.681984,0.741376,0.94208
1021,0.0008,0.80384,0.813056,0.7936,0.840704
2045,0.0008,0.550912,0.902144,1.03219,0.775168
4093,0.0017,0.66048,1.07315,0.789504,0.703488
8189,0.0033,0.723968,0.964608,0.792576,0.73728
16381,0.0074,0.78336,2.33882,0.970752,0.840704
32765,0.0169,1.1049,1.19194,1.14995,1.67526
65533,0.0382,1.60768,1.67014,1.53907,1.5104
131069,0.5874,2.5641,2.42381,2.47706,3.01466
262141,1.1691,4.65306,3.97312,4.5271,4.95002
524285,2.3416,7.72096,7.95034,7.74451,8.56269
1048573,4.4382,14.978,14.4824,15.4061,14.4916
2097149,9.6912,29.2024,29.3437,27.8815,27.5292
4194301,17.921,57.4515,56.6497,54.3775,53.9279
8388605,35.8822,113.975,110.286,105.946,105.14
16777213,72.4114,229.367,217.266,210.547,210.183
33554429,148.137,460.875,438.343,424.159,421.56
67108861,291.7,931.082,877.398,848.086,843.759
13,0.0001,0.613376,0.781312,0.88576,0.741376
29,0.0001,0.50688,0.837632,0.843776,0.797696
61,0.0001,0.661504,0.888832,0.703488,0.730112
125,0.0003,0.559104,0.748544,1.39264,0.78336
253,0.0004,0.745472,1.10592,0.765952,0.748544
509,0.0006,0.535552,0.802816,0.748544,0.694272
1021,0.001,0.620544,0.818176,0.704512,1.00966
2045,0.0009,0.86016,0.838656,0.771072,0.744448
4093,0.0041,0.809984,0.881664,0.787456,0.888832
8189,0.0036,0.801792,0.826368,0.826368,0.751616
16381,0.008,0.881664,0.999424,0.87552,0.850944
32765,0.0179,1.08851,1.25133,1.22778,1.13766
65533,0.0348,1.38138,1.68346,1.52781,1.48582
131069,1.7187,2.48422,2.66957,3.06074,3.02592
262141,1.2024,4.91827,4.05606,4.21274,4.98176
524285,2.3409,8.14387,8.02304,8.27187,8.75315
1048573,5.2341,15.1951,14.9596,14.2428,14.6237
2097149,9.1932,29.6438,29.1103,26.9957,27.1329
4194301,20.164,58.0526,56.7327,53.1876,53.1497
8388605,38.1095,113.556,110.836,105.841,106.358
16777213,76.4485,228.272,219.876,210.309,210.353
33554429,152.496,460.312,434.692,424.836,423.052
67108861,300.266,932.609,891.481,847.375,844.332
13,0.0001,0.54272,0.760832,0.715776,0.994304
29,0.0002,0.536576,0.636928,0.730112,0.751616
61,0.0001,1.1479,0.7168,0.873472,0.961536
125,0.0001,0.760832,0.546816,0.55296,0.590848
253,0.0006,0.969728,0.601088,0.556032,0.519168
509,0.0007,0.963584,0.789504,1.1305,0.7424
1021,0.0012,0.560128,0.816128,0.791552,0.672768
2045,0.0021,0.553984,0.86016,0.770048,0.685056
4093,0.0229,0.822272,0.858112,0.7424,0.910336
8189,0.0044,0.707584,0.949248,0.86528,0.854016
16381,0.0072,1.10285,1.03219,1.1223,0.949248
32765,0.0164,0.997376,1.26464,1.13254,1.12128
65533,0.0355,1.39162,1.71008,1.4807,1.62611
131069,0.5849,2.31731,2.46784,2.5897,3.12013
262141,1.207,4.8937,3.99565,4.52608,5.18758
524285,3.3617,7.88685,8.03123,8.27597,8.76237
1048573,4.8628,14.9975,14.6391,15.0323,14.3145
2097149,9.3575,29.5608,28.887,27.1176,28.0095
4194301,17.9388,57.3194,55.3175,53.7395,53.547
8388605,37.4201,113.753,110.031,105.643,105.495
16777213,75.2566,228.549,217.351,210.035,210.942
33554429,143.717,461.901,439.19,423.111,421.042
67108861,298.814,927.171,878.406,850.228,845.292
13,0,0.574464,0.759808,0.756736,0.664576
29,0.0001,0.473088,0.616448,0.77312,0.774144
61,0.0001,0.505856,0.830464,0.73216,0.932864
125,0.0004,0.55808,0.687104,0.909312,0.792576
253,0.0003,0.698368,0.758784,1.02298,0.881664
509,0.0007,0.838656,0.842752,0.823296,0.76288
1021,0.0008,0.602112,0.77824,0.745472,0.9472
2045,0.0009,0.561152,0.905216,0.77312,0.81408
4093,0.0016,1.46637,0.879616,0.761856,0.671744
8189,0.0033,0.835584,0.900096,0.882688,0.867328
16381,0.0078,0.903168,1.04448,0.91648,0.90112
32765,0.0448,0.949248,1.23392,1.1735,1.11309
65533,0.0351,1.97635,1.72442,1.55443,1.56262
131069,0.5999,2.41459,2.45658,2.47398,3.21229
262141,1.1692,4.31923,4.65408,4.3561,4.90189
524285,2.4022,7.72096,7.82541,8.90368,8.09779
1048573,4.9946,14.7661,15.5873,15.3764,14.6729
2097149,8.9575,29.7339,28.6484,28.1938,28.0883
4194301,18.3103,56.9682,56.6231,53.0616,53.8593
8388605,40.6614,114.009,109.667,106.206,105.035
16777213,76.3057,230.093,221.769,211.431,212.137
33554429,146.123,461.882,434.911,423.156,424.744
67108861,294.109,929.348,887.752,851.596,842.355
13,0,0.429056,0.648192,0.659456,0.621568
29,0.0001,0.510976,0.620544,0.955392,0.674816
61,0.0003,0.669696,0.612352,1.12538,0.832512
125,0.0002,0.488448,0.75776,0.75776,0.753664
253,0.0004,0.591872,0.720896,0.72704,0.698368
509,0.0006,0.649216,0.723968,0.615424,0.883712
1021,0.0011,0.59392,0.754688,0.796672,1.3353
2045,0.0009,0.543744,0.922624,0.755712,0.812032
4093,0.0018,0.561152,1.07008,0.8448,0.780288
8189,0.0034,0.62976,0.945152,0.822272,0.851968
16381,0.0074,0.754688,1.06086,1.00147,0.948224
32765,0.0527,1.00659,1.1735,1.15917,1.13869
65533,0.0391,1.51859,1.68038,1.40186,2.048
131069,0.5996,2.31526,2.42893,2.61325,3.10784
262141,1.1702,4.224,4.02739,4.44621,5.43232
524285,2.4096,7.95853,7.81824,9.39418,8.7552
1048573,4.9595,15.0333,14.3278,14.5091,14.463
2097149,9.0567,29.1082,30.0216,27.0408,27.3428
4194301,18.9029,57.2815,55.7322,53.3893,53.7743
8388605,38.9073,115.484,109.208,104.9,105.957
16777213,75.9085,227.932,216.625,207.073,211.515
33554429,147.059,460.066,442.244,424.031,423.047
67108861,297.634,928.621,877.697,851.811,845.05
13,0.0001,0.586752,0.689152,0.705536,0.683008
29,0.0001,0.488448,0.666624,0.72192,0.676864
61,0.0002,0.561152,0.833536,0.684032,0.823296
125,0.0002,0.565248,0.65024,0.78848,0.70656
253,0.0003,0.536576,0.789504,0.939008,0.713728
509,0.0006,0.528384,0.787456,0.784384,0.678912
1021,0.0012,0.630784,0.63488,0.78848,0.940032
2045,0.0022,0.77312,0.86016,0.791552,0.771072
4093,0.004,1.51859,0.905216,0.813056,0.73728
8189,0.0035,0.941056,0.963584,0.836608,0.738304
16381,0.0085,1.23392,1.07418,0.944128,0.968704
32765,0.0161,1.35168,1.25645,1.10074,1.0793
65533,0.0359,1.41414,1.78483,2.09818,1.62406
131069,0.7079,2.2528,2.80883,2.58867,3.18566
262141,1.2044,4.1472,3.99667,5.05446,4.73293
524285,2.6895,7.98208,7.5305,8.58317,8.60672
1048573,4.762,14.634,14.5019,14.8214,15.1081
2097149,9.596,28.7478,27.9163,27.4627,27.4248
4194301,20.3405,56.8412,56.575,55.2038,54.0047
8388605,38.5513,111.683,109.996,104.917,106.125
16777213,80.2481,227.572,221.993,211.142,210.925
33554429,149.143,458.504,433.64,424.274,423.054
67108861,294.915,929.711,890.615,848.538,843.558
13,0,0.724992,1.8944,1.69677,1.05984
29,0.0002,0.464896,0.70656,0.736256,0.74752
61,0.0001,0.77312,0.807936,0.733184,0.733184
125,0.0002,0.58368,0.796672,0.807936,0.763904
253,0.0005,0.492544,0.780288,0.80896,0.794624
509,0.0007,0.510976,0.832512,0.76288,0.73728
1021,0.0011,0.60928,0.8448,1.08544,0.787456
2045,0.0019,0.64512,0.841728,0.748544,0.7168
4093,0.0018,1.14688,0.868352,0.684032,0.709632
8189,0.0083,1.23392,0.9472,0.837632,0.816128
16381,0.0076,0.932864,1.024,0.876544,0.95744
32765,0.0159,1.08544,1.35987,1.20525,1.09875
65533,0.0421,1.44896,1.86163,1.54214,1.55034
131069,0.5849,2.40845,2.44326,3.21126,3.10886
262141,1.2029,4.864,4.30592,4.35302,5.13536
524285,2.3769,7.80083,8.15206,8.12954,8.54118
1048573,4.8448,15.6805,14.6084,14.5142,14.5715
2097149,9.2726,29.4441,29.3704,27.5692,27.9306
4194301,17.8762,57.1689,55.3902,53.4436,53.5255
8388605,36.9311,114.345,109.833,106.078,104.701
16777213,72.2402,227.702,215.968,211.188,208.45
33554429,146.561,461.031,440.491,423.497,418.217
67108861,300.01,929.705,879.372,845.658,848.204
13,0.0001,0.750592,0.796672,0.781312,0.654336
29,0.0003,0.65024,0.740352,0.891904,0.832512
61,0.0001,0.529408,0.779264,0.775168,0.75776
125,0.0002,0.633856,0.705536,0.741376,1.03219
253,0.0003,0.533504,0.596992,0.666624,0.88064
509,0.0007,0.533504,0.92672,0.8192,1.08851
1021,0.0008,0.585728,0.72704,0.761856,0.736256
2045,0.0015,0.720896,1.1049,0.781312,0.671744
4093,0.0017,0.572416,1.02093,0.786432,0.837632
8189,0.0035,0.796672,0.96256,0.827392,0.818176
16381,0.0089,0.87552,1.05984,0.876544,0.9216
32765,0.0341,1.07315,1.17862,1.11821,1.10797
65533,0.0358,1.46022,2.2825,1.53088,1.95994
131069,0.5828,2.35725,2.43098,3.24506,3.14061
262141,1.1684,4.8425,4.02432,4.55885,5.33606
524285,2.3422,8.02202,7.78342,8.22579,8.56064
1048573,4.7211,14.9637,14.8726,14.7937,14.5562
2097149,11.9635,29.5158,29.0355,28.1958,28.2286
4194301,18.1677,57.0214,57.4628,53.3228,54.6099
8388605,35.7856,112.495,110.463,107.045,105.07
16777213,76.4332,228.104,222.542,211.457,209.307
33554429,149.752,461.342,435.053,423.574,420.878
67108861,295.479,932.817,891.619,850.251,843.575
13,0.0001,0.422912,0.823296,0.641024,0.743424
29,0.0001,0.524288,0.64,0.724992,0.662528
61,0.0004,0.46592,0.7936,0.564224,0.858112
125,0.0002,0.55296,0.635904,0.592896,0.565248
253,0.0004,0.484352,0.722944,0.960512,0.700416
509,0.0004,0.535552,0.595968,0.633856,0.580608
1021,0.0004,0.590848,0.689152,0.595968,0.576512
2045,0.0008,0.717824,0.8704,0.756736,0.960512
