Array Size,CPU (s),Na‹ve (s),Work Efficient (s),Shared Memory (s),Thrust (s)
4096,0.0021,0.746496,0.719872,0.637952,0.68096
8192,0.0042,0.674816,0.789504,0.685056,0.744448
16384,0.0083,0.75776,0.93696,0.782336,0.81408
32768,0.0185,0.969728,1.1561,0.978944,1.01478
65536,0.036,1.3824,2.16781,1.37114,1.8432
131072,0.5826,2.44019,2.43507,3.01056,2.7863
262144,1.1692,4.28851,3.97517,4.42368,5.19373
524288,3.0459,8.09165,7.5776,7.46394,7.6329
1048576,4.4373,16.5089,14.8644,14.7497,14.8808
2097152,9.1971,28.8543,28.0883,27.8938,27.3162
4194304,19.8675,58.7131,57.7188,53.3627,54.6417
8388608,37.6496,113.7,111.117,105.767,106.25
16777216,78.541,230.871,225.512,214.112,210.689
33554432,153.367,466.665,438.816,424.103,422.9
67108864,293.694,938.039,901.307,849.458,845.508
16,0.0001,0.677888,0.794624,0.715776,0.68608
32,0.0002,0.586752,0.661504,0.748544,0.761856
64,0.0003,0.472064,0.816128,0.930816,0.734208
128,0.0003,0.526336,0.607232,0.572416,0.59904
256,0.0003,0.566272,0.621568,0.651264,0.869376
512,0.0006,0.647168,0.630784,0.579584,0.602112
1024,0.0005,0.580608,0.647168,0.594944,0.543744
2048,0.0009,0.54272,0.684032,0.70656,0.61952
4096,0.0021,0.571392,0.72704,0.666624,0.684032
8192,0.0037,0.644096,0.76288,0.678912,0.646144
16384,0.0112,0.750592,0.945152,0.928768,0.761856
32768,0.0335,0.949248,1.13869,1.31891,1.01478
65536,0.037,1.3568,1.57389,1.62304,1.34246
131072,0.5858,2.1801,2.45146,2.54464,2.98598
262144,1.2798,4.2199,4.0745,4.44518,4.95821
524288,2.3421,7.8848,7.51309,7.61446,8.07834
1048576,5.8968,15.8874,14.38,14.6852,14.72
2097152,9.1105,29.1369,28.9229,28.1641,27.4586
4194304,19.3819,58.1427,56.0609,53.3002,53.1712
8388608,37.5773,115.378,110.605,106.94,105.42
16777216,78.0202,231.331,223.123,211.929,212.876
33554432,148.678,466.645,445.791,423.492,423.324
67108864,298.257,941.853,887.939,850.899,842.926
16,0.0001,0.618496,0.912384,0.930816,0.736256
32,0.0001,0.468992,0.689152,0.77824,0.720896
64,0.0003,0.466944,0.851968,0.539648,0.821248
128,0.0002,0.510976,0.700416,0.78336,0.797696
256,0.0003,0.58368,0.801792,0.713728,0.7424
512,0.0006,0.714752,0.807936,0.64,0.601088
1024,0.0004,0.822272,0.713728,0.652288,0.600064
2048,0.0012,0.546784,0.7424,0.699392,0.616448
4096,0.0021,0.569344,0.790528,0.707584,1.20422
8192,0.005,0.661504,0.864256,0.695296,0.731136
16384,0.0079,1.21344,0.929792,0.869376,1.00045
32768,0.0179,1.00966,1.19194,0.987136,1.06598
65536,0.038,1.42438,1.55955,1.48582,1.39878
131072,0.5831,2.22618,2.45453,2.54054,2.94707
262144,1.1974,4.12058,4.00384,4.12058,4.51277
524288,2.8831,8.05376,8.20941,7.77728,8.22682
1048576,4.9485,15.0876,14.8797,14.7425,14.9238
2097152,9.5396,29.0836,28.884,27.0756,27.4678
4194304,17.8976,58.4069,56.8842,53.5327,54.2321
8388608,36.2493,114.436,110.638,105.798,105.667
16777216,75.5289,230.587,224.686,212.092,208.905
33554432,156.543,465.56,439.208,424.537,422.637
67108864,305.373,938.007,904.225,852.177,841.772
16,0.0001,0.67584,0.746496,0.729088,0.73216
32,0.0002,0.487424,0.857088,0.684032,0.713728
64,0.0001,0.881664,0.826368,0.734208,0.692224
128,0.0001,0.601088,0.913408,0.81408,0.769024
256,0.0004,0.876544,0.768,0.780288,0.780288
512,0.0005,0.50176,1.2288,0.703488,0.733184
1024,0.0005,0.521216,1.11002,0.69632,0.779264
2048,0.0024,0.546816,0.98816,0.789504,0.796672
4096,0.004,0.571392,1.09363,0.787456,0.823296
8192,0.0036,0.625664,0.958464,0.724992,0.644096
16384,0.0086,0.7424,1.00147,0.852992,0.813056
32768,0.0179,0.955392,1.23085,1.0537,1.2288
65536,0.037,1.43974,1.64557,1.43258,1.3865
131072,0.5827,2.71565,2.4535,2.59379,3.30138
262144,1.1691,4.21274,4.11853,4.1513,5.2695
524288,2.4072,7.48237,7.68717,7.47725,8.43878
1048576,4.5561,15.018,15.743,15.2545,14.935
2097152,9.1277,29.3427,29.5414,26.7919,28.6106
4194304,17.9118,58.9158,55.6749,53.4098,54.2249
8388608,42.9538,114.948,109.929,108.959,107.05
16777216,75.982,230.782,218.737,210.561,211.082
33554432,149.63,463.791,445.29,426.149,420.779
67108864,295.726,940.275,887.567,853.342,844.875
16,0.0001,0.560128,0.904192,0.879616,0.841728
32,0.0002,0.461824,0.811008,0.770048,0.73728
64,0.0001,0.524288,0.758784,0.78848,0.766976
128,0.0002,0.514048,0.761856,0.743424,0.79872
256,0.0004,0.775168,0.897024,0.748544,0.724992
512,0.0004,0.494592,0.815104,0.73728,0.992256
1024,0.0013,0.518144,0.823296,0.779264,0.795648
2048,0.0025,0.544768,0.907264,0.835584,0.813056
4096,0.0047,0.851968,1.1264,0.754688,0.770048
8192,0.0037,0.794624,1.03936,0.789504,0.946176
16384,0.0082,0.884736,1.07213,0.956416,0.974848
32768,0.0181,1.46637,1.31174,1.2032,1.11206
65536,0.0392,1.43667,1.75718,1.46534,1.48582
131072,0.5829,2.20877,2.51699,2.48525,3.05664
262144,1.2064,4.27725,4.11136,4.29568,5.09952
524288,2.3394,8.49306,8.12851,7.82643,8.38246
1048576,4.7742,14.7968,14.462,14.7077,15.7102
2097152,9.0019,29.0386,28.8911,27.4227,27.7002
4194304,18.8786,57.7915,56.8381,54.1317,54.3928
8388608,40.707,115.2,110.837,106.351,105.486
16777216,74.549,230.114,225.981,211.192,209.921
33554432,149.27,469.055,439.741,429.005,423.468
67108864,295.857,996.828,901.037,851.367,838.663
16,0.0001,0.519168,0.886784,0.836608,0.707584
32,0.0001,0.449536,0.76288,0.724992,0.70144
64,0.0003,0.608256,0.72192,0.73216,0.733184
128,0.0002,0.925696,0.815104,0.764928,0.712704
256,0.0004,0.544768,0.80384,0.761856,0.746496
512,0.0006,0.697344,0.789504,0.761856,0.764928
1024,0.0011,0.628736,0.69632,0.586752,0.608256
2048,0.0011,0.550912,0.726016,0.662528,0.567296
4096,0.0029,0.557056,0.797696,0.7168,0.649216
8192,0.0034,0.65024,0.864256,0.744448,0.70144
16384,0.0077,0.789504,0.934912,0.78336,0.80896
32768,0.0676,0.986112,1.27386,1.16838,1.1049
65536,0.0391,1.42131,1.72442,2.49344,1.53395
131072,0.6003,2.2057,2.5385,2.70438,3.04538
262144,1.1684,4.25882,4.11341,4.38477,4.76467
524288,2.342,7.94522,8.0169,7.5561,8.13568
1048576,4.9249,14.4896,14.9606,14.2725,14.5613
2097152,9.3016,29.5086,28.7089,26.5882,27.5558
4194304,19.8558,56.8883,55.1332,53.9392,53.1159
8388608,43.1209,115.287,109.456,106.373,105.554
16777216,79.9105,231.753,217.972,209.755,211.359
33554432,145.107,464.672,445.14,423.515,421.866
67108864,324.681,937.106,881.882,1007.71,843.979
16,0.0002,0.498688,0.7424,0.81408,0.647168
32,0.0003,0.488448,0.77824,0.758784,0.780288
64,0.0003,0.475136,0.777216,0.648192,0.632832
128,0.0004,0.520192,1.02298,0.673792,0.623616
256,0.0003,0.53248,0.602112,0.66048,0.625664
512,0.0005,0.538624,0.635904,0.65024,0.595968
1024,0.0005,0.66048,0.6912,0.575488,0.57344
2048,0.001,0.546816,0.770048,0.620544,0.64512
4096,0.0023,0.57856,0.730112,0.651264,0.672768
8192,0.0037,0.663552,0.76288,0.695296,1.12845
16384,0.0078,1.11002,0.950272,0.768,0.828416
32768,0.0406,1.07213,1.17043,0.978944,1.03014
65536,0.0364,1.42029,1.55238,1.62202,1.4121
131072,0.5852,2.82931,2.87539,2.54771,2.9655
262144,1.1728,4.20557,4.78618,4.33357,4.51789
524288,2.4633,7.80698,8.31898,7.4199,8.22067
1048576,4.4388,14.7958,15.0682,14.764,15.445
2097152,10.317,30.1906,28.1989,27.2364,28.8133
4194304,18.8086,57.726,57.2385,53.7795,53.5511
8388608,37.9598,114.45,111.378,104.693,104.954
16777216,75.4927,229.887,225.017,212.53,211.301
33554432,150.189,463.845,436.341,425.824,422.613
67108864,301.598,947.16,890.599,848.938,843.281
16,0.0001,0.463872,0.690176,0.733184,0.659456
32,0.0001,0.539648,0.70144,0.894976,0.861184
64,0.0002,0.648192,0.75776,0.930816,0.852992
128,0.0001,0.633856,1.34963,0.739328,0.842752
256,0.0003,0.62976,0.815104,0.863232,0.81408
512,0.0006,0.55808,0.867328,0.705536,0.82944
1024,0.0005,0.60416,0.854016,0.88064,0.838656
2048,0.0009,0.690176,0.954368,0.88064,0.867328
4096,0.0022,0.633856,0.90624,0.96768,0.75264
8192,0.0215,0.744448,0.971776,0.991232,0.859136
16384,0.0279,0.86016,1.16429,0.90112,1.0496
32768,0.0176,1.06189,1.34042,1.29229,1.24314
65536,0.04,1.49504,1.75206,1.67731,1.48685
131072,0.5996,2.29683,2.60915,2.68083,3.11091
262144,1.2012,4.2455,4.84557,4.40525,4.92339
524288,2.4083,8.08448,8.0599,8.22579,8.78797
1048576,4.7138,14.5981,14.6289,15.5689,15.2013
2097152,9.365,29.1062,28.5327,26.9476,27.6603
4194304,19.8958,58.6076,56.2391,53.2603,55.4783
8388608,42.0111,115.852,109.74,106.458,105.198
16777216,73.5197,230.553,220.53,210.046,211.148
33554432,147.192,466.23,447.634,426.286,421.662
67108864,296.699,940.224,886.928,851.122,844.828
16,0.0001,0.484352,0.702464,0.8192,1.44077
32,0.0001,0.575488,0.611328,0.592896,0.607232
64,0.0002,0.499712,0.891904,0.65536,0.761856
128,0.0002,0.480256,0.784384,0.782336,0.763904
256,0.0004,0.494592,0.758784,0.71168,0.748544
512,0.0008,0.497664,0.792576,0.75776,0.736256
1024,0.0005,0.521216,0.785408,0.700416,0.78848
2048,0.0024,0.541696,0.898048,0.797696,0.748544
4096,0.0043,0.632832,0.876544,0.769024,1.05882
8192,0.0034,0.626688,0.971776,0.838656,1.26259
16384,0.0084,0.748544,1.11411,0.9984,0.960512
32768,0.0173,1.18374,1.27693,1.14176,1.2247
65536,0.0381,1.34758,1.71418,1.50016,1.49709
131072,0.7621,2.26406,2.52826,3.26554,3.39251
262144,1.2014,4.27622,4.5271,4.36122,4.89574
524288,2.3419,7.64006,7.50797,7.81005,8.01792
1048576,4.4374,15.4235,15.5412,14.3432,15.5924
2097152,9.1167,30.0083,29.1471,27.1237,27.2701
4194304,19.985,57.3757,56.8812,53.6044,53.4641
8388608,37.8831,115.145,110.927,107.749,107.441
16777216,81.4748,228.875,222.645,211.486,211.552
33554432,148.06,465.866,437.498,424.715,425.001
67108864,292.174,943.01,899.677,852.219,842.868
16,0.0001,0.6144,0.809984,0.964608,0.862208
32,0.0001,0.497664,0.695296,0.774144,0.755712
64,0.0002,0.63488,0.669696,0.748544,0.710656
128,0.0001,0.508928,0.785408,0.694272,0.720896
256,0.0003,0.493568,0.789504,0.70656,0.78336
512,0.0005,0.500736,0.679936,0.728064,0.805888
1024,0.0007,0.519168,0.797696,0.801792,0.748544
2048,0.0011,0.5376,0.934912,0.738304,0.715776
4096,0.0041,0.60416,0.920576,0.790528,0.785408
8192,0.004,0.704512,0.986112,0.946176,0.799744
16384,0.0083,0.741376,1.08646,1.00454,0.932864
32768,0.0422,0.95232,1.31482,0.989184,0.948224
65536,0.0385,1.33837,1.57798,1.792,1.36698
131072,0.8054,2.16064,2.7904,2.5385,3.1017
262144,1.1685,4.64794,4.35814,4.20557,4.5527
524288,2.4079,7.63085,7.39328,7.70458,9.01837
1048576,5.1883,15.318,14.9606,14.849,16.0236
2097152,10.0605,29.9622,29.1287,28.1201,28.3566
4194304,20.854,58.6977,57.13,54.3724,54.0017
8388608,37.1531,114.578,110.322,105.772,107.181
16777216,76.1561,231.204,219.57,210.384,209.986
33554432,150.594,463.968,449.053,424.301,422.034
67108864,300.012,938.345,886.4,853.138,846.553
16,0.0002,0.65024,0.83456,0.787456,0.746496
32,0.0002,0.447488,0.70656,0.654336,0.697344
64,0.0002,0.63488,0.756736,0.67072,0.777216
128,0.0004,0.718848,0.791552,0.785408,0.748544
256,0.0006,0.544768,0.73728,0.863232,0.723968
512,0.0005,0.521216,1.19296,0.776192,0.799744
1024,0.0147,0.530432,0.835584,0.750592,0.750592
2048,0.0024,0.662528,0.961536,0.84992,0.724992
4096,0.004,0.567296,0.720896,0.708608,0.684032
8192,0.0034,0.745472,0.8192,0.700416,0.811008
16384,0.0077,0.7424,0.961536,0.799744,0.831488
32768,0.0171,0.991232,1.22778,0.98304,1.00864
65536,0.0387,1.83091,1.63123,1.42848,1.50221
131072,0.6017,3.18259,2.40435,2.67674,2.81702
262144,1.2016,4.65613,3.9936,4.74931,4.97254
524288,2.4059,7.94317,8.28211,7.43117,7.83462
1048576,4.6836,15.9826,15.1081,14.5193,14.466
2097152,8.8726,29.3089,28.4682,27.7504,28.8082
4194304,18.1492,57.6819,56.7869,53.5388,54.2915
8388608,39.5689,114.953,110.744,106.679,107.335
16777216,74.5481,230.769,225.945,212.011,210.039
33554432,148.36,463.925,436.177,426.064,421.414
67108864,301.835,939.696,902.659,853.857,845.853
16,0.0002,0.519168,0.835584,0.800768,1.04346
32,0.0002,0.484352,0.777216,0.745472,0.83456
64,0.0003,0.463872,0.674816,0.726016,0.658432
128,0.0002,0.504832,0.78336,0.81408,0.754688
256,0.0002,0.49152,0.807936,0.735232,0.723968
512,0.0006,0.499712,0.821248,0.881664,0.765952
1024,0.0004,0.596992,0.787456,0.750592,0.779264
2048,0.0021,0.75776,0.984064,0.755712,0.758784
4096,0.0039,0.857088,0.995328,0.784384,0.763904
8192,0.0033,0.620544,1.12742,0.867328,0.86016
16384,0.0086,0.74752,1.12947,0.924672,1.24518
32768,0.0177,0.943104,1.25542,1.08851,1.0752
65536,0.0377,1.81965,1.70189,1.47456,1.44896
131072,0.5993,2.22003,2.47398,2.59891,3.04538
262144,1.1741,4.15846,4.09805,4.29056,6.42048
524288,2.3756,7.63494,7.80493,8.19712,8.31795
1048576,5.3231,14.7825,15.2279,14.9955,14.6442
2097152,9.4501,29.2342,29.3857,26.7479,27.7944
4194304,18.6451,58.6609,55.5561,53.2552,55.4639
8388608,42.2186,114.636,109.763,106.75,106.905
16777216,79.1185,229.978,220.147,210.241,210.45
33554432,147.984,465.231,445.804,423.779,418.435
67108864,301.342,940.004,884.397,852.948,845.069
16,0,0.6912,0.677888,0.79872,0.71168
32,0.0002,0.671744,0.75264,0.766976,0.76288
64,0.0001,0.47104,0.761856,0.719872,0.73728
128,0.0002,0.480256,0.763904,0.69632,0.678912
256,0.0004,0.484352,0.78848,0.751616,0.769024
512,0.0005,0.630784,0.816128,0.815104,0.764928
1024,0.0012,0.59392,0.786432,0.779264,0.739328
2048,0.0009,0.662528,0.780288,0.723968,0.766976
4096,0.0034,0.577536,0.9984,0.763904,0.75264
8192,0.0039,0.623616,1.31891,0.872448,0.928768
16384,0.008,0.743424,1.10694,1.02502,0.90112
32768,0.0324,1.12845,1.25235,1.09363,1.03731
65536,0.0379,1.42438,1.73466,1.44486,1.52576
131072,0.5826,2.18112,2.4873,2.92864,3.50618
262144,1.1698,4.27622,4.05914,4.58138,6.08563
524288,2.3553,7.97594,7.60013,7.73018,8.09472
1048576,4.4369,15.4614,15.2402,13.9295,15.0333
2097152,9.5991,29.4523,28.6597,27.2835,27.8241
4194304,21.0171,57.4413,56.8463,52.7503,53.5521
8388608,39.5608,115.67,110.557,106.556,105.046
16777216,77.4605,230.296,224.865,212.384,212.898
33554432,152.724,466.552,437.74,424.877,419.618
67108864,295.506,943.592,899.766,855.277,843.907
16,0.0001,0.774144,0.913408,0.93696,0.98304
32,0.0002,0.451584,0.807936,0.697344,0.755712
64,0.0001,0.564224,0.728064,0.88064,0.741376
128,0.0002,0.67584,0.764928,0.753664,0.541696
256,0.0003,0.626688,0.695296,0.709632,0.72192
512,0.0007,0.562176,0.765952,0.944128,0.731136
1024,0.0012,0.606208,0.845824,0.769024,0.769024
2048,0.0022,0.539648,0.8448,0.763904,0.769024
4096,0.0021,0.574464,0.929792,0.784384,0.676864
8192,0.0033,1.12742,0.9984,0.873472,0.847872
16384,0.0094,0.869376,1.08954,1.00352,0.920576
32768,0.0174,0.946176,1.28922,1.19091,1.09158
65536,0.0377,1.41926,1.70598,1.49504,1.4807
131072,0.5828,2.17702,2.48115,2.58253,3.06074
262144,1.8687,4.44826,4.22707,4.57728,5.03398
524288,2.3418,7.76602,8.08243,8.25037,8.00768
1048576,4.6834,15.7563,14.3555,14.5449,14.9678
2097152,10.5024,29.2649,29.1604,26.6619,28.6679
4194304,19.6749,58.6086,55.7548,53.3832,53.8358
8388608,38.5403,114.049,111.922,106.654,106.431
16777216,80.4846,228.675,219.454,210.189,211.303
33554432,149.945,465.764,445.181,425.284,421.429
67108864,294.538,939.978,884.642,850.909,843.468
16,0.0001,0.764928,0.723968,0.779264,1.44691
32,0.0002,0.626688,0.943104,0.756736,0.781312
64,0.0002,0.468992,0.743424,1.36704,0.7168
128,0.0003,0.518144,0.581632,0.71168,0.703488
256,0.0003,1.24109,0.541696,0.886784,0.987136
512,0.0003,0.528384,0.646144,0.580608,0.607232
1024,0.0004,0.559104,0.663552,0.637952,0.600064
2048,0.0011,0.892928,0.886784,0.622592,0.627712
4096,0.0022,0.618496,0.73216,0.648192,0.667648
8192,0.0037,1.52678,0.801792,0.751616,0.805888
16384,0.0077,0.766976,1.01786,0.835584,0.804864
32768,0.019,1.56672,1.57594,0.979968,1.00966
65536,0.0364,1.41517,2.1719,1.43872,1.40493
131072,0.5858,2.19238,2.38592,2.39104,3.24096
262144,1.1746,4.46054,3.9383,4.54451,4.7616
524288,2.4764,7.80288,7.54176,7.53459,7.91347
1048576,4.4495,15.2709,15.4163,14.6166,15.06
2097152,9.2307,29.2065,28.9761,27.1411,27.8723
4194304,19.298,57.4628,57.0747,54.1092,54.1112
8388608,41.8463,114.347,110.752,107.39,105.013
16777216,74.8993,230.299,225.63,212.967,211.9
33554432,152.039,465.199,436.258,426.411,421.036
67108864,296.206,939.714,901.416,850.762,846.861
16,0.0001,0.756736,0.765952,0.751616,0.697344
32,0.0003,0.453632,0.714752,0.766976,0.68608
64,0.0002,0.668672,0.649216,0.794624,0.755712
128,0.0002,0.489472,0.797696,0.694272,0.6912
256,0.0005,0.4864,0.782336,0.723968,0.765952
512,0.0003,0.781312,0.75776,0.820224,1.03117
1024,0.0008,0.521216,0.820224,0.809984,0.78336
2048,0.0022,0.541696,0.878592,0.758784,0.755712
4096,0.004,0.580608,0.677888,1.20013,0.807936
8192,0.0035,0.677888,0.930816,1.08339,0.771072
16384,0.0081,0.969728,1.08954,1.01786,0.922624
32768,0.0187,0.945152,1.24109,1.09158,1.51552
65536,0.0412,1.64557,1.7193,1.46022,1.536
131072,0.5851,2.26816,2.55283,2.56307,3.09555
262144,1.1675,4.47488,4.05914,4.31616,5.62586
524288,2.4225,7.65133,7.87046,7.73734,8.4777
1048576,4.8077,15.0528,14.5111,15.3078,15.188
2097152,9.2691,29.4871,28.9669,28.0535,27.7852
4194304,19.3432,59.3213,56.0947,53.7364,53.9484
8388608,38.2334,115.287,110.353,106.97,106.822
16777216,77.5406,230.655,220.119,211.151,212.369
33554432,149.705,465.208,445.532,425.001,420.715
67108864,297.443,938.696,886.54,849.966,844.625
16,0.0001,0.637952,0.659456,0.713728,0.692224
32,0.0001,0.492544,0.761856,0.728064,0.538592
64,0.0002,0.666624,0.514048,0.577536,0.540672
128,0.0001,0.524288,0.621568,0.719872,0.735232
256,0.0003,0.516096,0.601088,0.631808,0.80384
512,0.0006,0.544768,0.607232,0.637952,0.602112
1024,0.0005,0.551936,0.65536,0.592896,0.5376
2048,0.001,0.538624,0.689152,0.632832,0.585728
4096,0.0021,1.49811,0.7936,0.748544,0.80896
8192,0.0035,0.642048,0.934912,0.859136,0.966656
16384,0.0086,1.01581,1.0025,0.935936,0.886784
32768,0.0178,1.12026,1.27386,1.11104,1.0281
65536,0.0378,1.62304,1.68038,1.47354,1.47558
131072,0.5827,2.24051,2.51494,2.52723,3.07405
262144,1.1677,4.53734,4.07245,4.39808,5.14765
524288,2.3416,7.76806,8.15821,7.82541,9.03782
1048576,4.5098,14.9197,17.4725,14.677,14.6596
2097152,10.142,29.7585,28.3904,26.8145,28.0054
4194304,18.9341,58.5697,57.2703,52.7913,53.8542
8388608,37.5746,114.353,111.764,106.332,104.898
16777216,76.3817,230.523,225.221,211.789,211.558
33554432,147.529,466.707,435.249,423.783,421.924
67108864,292.667,941.041,901.976,853.333,844.874
16,0.0001,0.523264,0.78336,0.862208,0.748544
32,0.0001,0.57856,0.723968,0.712704,1.04141
64,0.0001,0.487424,0.850944,0.816128,0.951296
128,0.0003,0.478208,0.776192,0.70144,0.746496
256,0.0003,0.64,0.772096,0.761856,0.677888
512,0.0004,0.498688,0.785408,0.818176,0.764928
1024,0.0012,0.526336,0.847872,0.909312,0.781312
2048,0.0023,0.661504,0.955392,0.89088,0.770048
4096,0.0038,0.579584,0.790528,0.802816,0.699392
8192,0.0036,0.62464,1.43155,0.8704,0.806912
16384,0.019,0.743424,1.1049,0.912384,0.852992
32768,0.0297,1.0711,1.24416,1.1049,1.0496
65536,0.037,1.40186,1.94355,1.52986,1.46944
131072,0.5828,2.21286,2.53645,2.57434,3.05357
262144,1.1747,4.28954,4.08064,4.66534,6.31194
524288,2.5711,8.02099,7.87661,7.55302,7.97901
1048576,4.4374,15.5085,15.2136,14.1015,14.7927
2097152,9.5578,29.4021,29.2239,27.3388,28.5204
4194304,19.0459,57.7034,55.7394,52.8568,53.8255
8388608,38.18,114.931,109.705,104.478,106.444
16777216,82.1088,231.519,218.612,212.706,211.334
33554432,147.928,466.761,446.299,425.52,422.915
67108864,293.423,938.625,884.732,848.197,844.124
16,0.0002,0.5632,0.792576,0.801792,0.770048
32,0.0002,0.492544,0.774144,0.908288,0.881664
64,0.0003,0.57856,0.818176,0.801792,0.765952
128,0.0003,0.838656,0.818176,0.710656,0.736256
256,0.0003,1.36294,0.654336,0.753664,0.801792
512,0.0002,0.503808,0.904192,0.766976,0.733184
1024,0.0004,0.62976,0.775168,0.69216,0.780288
2048,0.001,0.540672,0.6912,0.68608,0.664576
4096,0.0021,1.00045,0.77824,0.70656,1.06701
8192,0.0035,0.636928,0.868352,0.764928,1.18067
16384,0.0097,0.908288,1.21651,0.748544,0.769024
32768,0.0539,0.982016,1.21139,1.04448,1.01683
65536,0.0436,1.37216,1.63123,1.44691,1.38957
131072,0.5843,2.19024,2.66035,2.7863,3.1744
262144,1.2031,4.19942,4.19226,4.40422,6.34061
524288,2.9775,8.17357,7.41683,7.51104,7.96672
1048576,5.635,14.7026,14.7784,14.5275,14.9412
2097152,9.0447,29.2547,29.7964,27.2988,28.7252
4194304,20.1964,57.5293,57.516,54.017,53.6433
8388608,41.0299,115.372,111.265,106.065,106.435
16777216,77.1316,230.311,224.872,211.029,211.564
33554432,148.399,463.948,430.679,424.934,423.165
67108864,298.39,942.48,903.962,853.192,846.491
16,0.0001,0.477184,1.02707,0.799744,0.81408
32,0.0002,0.452608,0.684032,0.850944,0.668672
64,0.0002,0.464896,0.787456,1.29843,0.777216
128,0.0001,0.671744,0.70144,0.72704,0.70656
256,0.0004,0.482304,0.806912,0.763904,0.817152
512,0.0006,1.58618,0.744448,0.760832,0.671744
1024,0.0004,0.524288,1.1776,0.78336,0.777216
2048,0.0024,0.540672,0.943104,0.930816,0.754688
4096,0.0041,0.585728,1.02298,0.903168,0.694272
8192,0.0035,0.656384,0.90624,0.874496,0.83456
16384,0.023,1.03424,1.13357,0.949248,0.97792
32768,0.0243,0.944128,1.24518,1.13357,1.25133
65536,0.0383,1.3353,1.7193,1.47866,1.6384
131072,0.5827,2.33677,2.5344,2.50163,3.56762
262144,1.3413,4.48922,4.00589,4.27827,5.06573
524288,2.3798,8.05171,8.064,8.09677,8.86989
1048576,4.8855,14.8634,14.8726,14.1967,15.019
2097152,9.431,28.5768,28.9413,27.2415,27.093
4194304,21.2717,57.7987,56.3538,53.6136,53.1978
8388608,39.2815,114.781,111.007,107.017,106.361
16777216,78.1136,231.512,218.015,212.699,211.178
33554432,150.568,467.154,446.86,426.553,422.759
67108864,296.976,938.653,883.746,851.706,847.707
16,0.0001,0.636928,0.809984,0.835584,0.797696
32,0.0002,0.903168,0.822272,0.809984,0.789504
64,0.0003,0.493568,0.86016,0.792576,0.748544
128,0.0002,0.616448,0.654336,0.823296,0.828416
256,0.0003,0.585728,1.1305,0.707584,0.749568
512,0.0005,0.50688,0.884736,0.794624,0.817152
1024,0.0008,0.540672,0.818176,0.884736,0.565248
2048,0.0009,0.669696,0.913408,0.755712,0.746496
4096,0.0043,0.584704,0.963584,0.811008,0.72704
8192,0.0178,0.722944,0.939008,0.871424,0.934912
16384,0.0085,0.80384,0.986112,0.979968,0.941056
32768,0.0212,1.09466,1.29843,1.17146,1.03731
65536,0.0367,1.6343,1.7111,1.72749,1.46534
131072,0.6021,2.20979,2.52518,2.75456,3.08838
262144,1.1676,4.29466,4.03866,4.60902,4.82304
524288,2.5379,7.7783,7.52947,7.5305,7.84794
1048576,4.4364,15.4245,15.1235,14.0114,14.5132
2097152,9.6125,28.9044,27.9665,27.2824,27.6398
4194304,18.4903,57.4444,56.5012,53.9034,54.1972
8388608,36.9333,115.036,112.046,109.488,104.924
16777216,80.4827,230.923,225.016,211.068,210.509
33554432,148.519,467.679,436.367,424.374,423.629
67108864,293.823,943.895,902.431,852.576,843.237
16,0.0001,0.433152,0.772096,0.797696,0.800768
32,0.0002,0.492544,0.776192,1.2841,0.729088
64,0.0001,0.67072,0.734208,0.678912,0.681984
128,0.0002,0.477184,0.724992,0.782336,0.749568
256,0.0003,0.510976,1.11002,0.728064,0.754688
512,0.0005,0.72192,0.777216,0.791552,0.754688
1024,0.0005,0.534528,0.826368,0.734208,0.710656
2048,0.0011,0.55296,0.954368,0.95744,0.741376
4096,0.0041,1.28614,0.935936,0.781312,0.760832
8192,0.0036,0.635904,0.97792,0.828416,0.82432
16384,0.0075,1.07827,1.07725,0.997376,0.943104
32768,0.0205,0.943104,1.28512,1.10899,1.05165
65536,0.0383,1.65376,1.66912,1.55648,1.49299
131072,0.6676,2.21491,3.17952,2.49344,3.16621
262144,1.2064,4.28237,4.37965,4.81587,4.92544
524288,2.342,7.65133,7.59296,7.82336,8.74291
1048576,4.6223,15.2668,14.5459,14.9709,15.446
2097152,11.2296,28.798,30.4568,27.3101,26.8861
4194304,18.3982,57.8181,57.7096,53.3647,53.9167
8388608,37.0481,115.154,111.926,107.158,104.592
16777216,80.168,231.698,218.894,211.01,210.259
33554432,147.878,466.472,446.047,425.835,420.304
67108864,296.506,936.567,889.12,852.226,849.876
16,0.0001,0.59392,0.689152,0.927744,0.582656
32,0.0001,0.559104,0.556032,0.581632,0.595968
64,0.0001,0.561152,0.57344,0.630784,0.587776
128,0.0003,0.50784,0.56832,1.04755,0.589824
256,0.0002,0.485376,0.668672,0.646144,0.679936
512,0.0003,0.594944,0.630784,0.709632,0.723968
1024,0.0011,0.637952,0.825344,0.930816,0.97792
2048,0.001,0.59392,1.04346,0.850944,0.796672
4096,0.0019,0.64,0.881664,0.785408,0.771072
8192,0.003,0.695296,0.953344,0.922624,0.779264
16384,0.007,0.795648,1.07315,1.58208,0.896
32768,0.0174,1.02605,1.32915,1.4336,1.06496
65536,0.0659,1.4592,1.79712,1.75002,1.55136
131072,0.6328,2.5047,2.89382,3.00032,3.328
262144,1.1734,4.52506,4.07552,4.24653,5.23878
524288,2.6063,8.17562,7.67795,7.70355,8.74394
