Array Size,CPU (s),Na‹ve (s),Work Efficient (s),Shared Memory (s),Thrust (s)
524288,2.3427,7.76294,7.56122,7.62061,8.28006
1048576,4.6678,14.9146,14.9463,14.5459,14.4026
2097152,9.8457,29.27,28.5133,26.5912,27.3951
4194304,18.5244,57.6553,55.6728,53.2552,55.1455
8388608,37.6329,114.259,111.435,104.818,105.59
16777216,74.5059,229.488,225.416,211.455,213.388
33554432,150.023,463.461,436.093,425.286,424.933
67108864,291.47,938.227,899.64,851.49,840.315
16,0.0001,0.667648,0.736256,0.746496,0.73728
32,0.0003,0.635904,0.794624,0.689152,0.59904
64,0.0001,0.505856,0.617472,0.626688,0.62976
128,0.0002,0.494592,0.643072,0.628736,0.58368
256,0.0002,0.545792,0.842752,0.646144,0.584704
512,0.0003,0.489472,0.674816,0.65024,0.590848
1024,0.0005,0.509952,0.70144,0.643072,0.59904
2048,0.0008,0.674816,0.782336,0.685056,0.631808
4096,0.002,0.585728,0.785408,0.703488,0.64512
8192,0.0031,0.636928,0.91136,0.749568,0.678912
16384,0.0073,0.768,0.999424,0.78848,0.7424
32768,0.0538,0.975872,1.16019,1.06086,1.01376
65536,0.0405,1.43053,1.78586,1.42643,1.38957
131072,0.5854,2.63475,2.43917,2.83443,2.91533
262144,1.1687,4.35814,3.93728,4.31206,4.92646
524288,2.9115,9.03782,7.98413,7.70458,8.14182
1048576,4.4366,15.3364,14.2305,14.6862,14.5398
2097152,9.4837,29.7359,29.1174,26.9701,26.7018
4194304,20.2417,57.8458,56.6764,53.0575,53.5388
8388608,36.6623,114.073,110.712,105.218,105.548
16777216,80.0242,230.728,218.693,210.834,209.083
33554432,146.723,463.835,443.475,423.553,421.431
67108864,293.588,938.538,880.776,849.199,841.012
16,0.0001,0.70144,0.790528,0.807936,0.673792
32,0.0161,0.560128,0.800768,0.709632,0.935936
64,0.0002,0.57856,0.802816,0.969728,0.859136
128,0.0002,0.759808,0.78848,0.72192,0.894976
256,0.0002,0.838656,0.729088,0.699392,0.923648
512,0.0003,0.531456,0.7424,0.690176,0.797696
1024,0.0005,0.666624,0.786432,0.743424,0.722944
2048,0.001,0.683008,1.13254,0.804864,0.708608
4096,0.0019,0.746496,1.92205,0.781312,0.784384
8192,0.0032,0.60416,1.11616,0.840704,0.77824
16384,0.007,0.799744,0.990208,0.861184,0.822272
32768,0.0164,0.969728,1.22675,1.04141,1.00147
65536,0.038,1.41926,1.74899,1.42643,1.38854
131072,0.585,2.5344,2.44838,2.5856,2.93376
262144,1.1691,4.48819,3.99258,4.37658,4.76979
524288,2.6286,8.14694,7.53971,7.49875,8.34355
1048576,4.4367,14.9934,14.9504,15.2217,14.8255
2097152,8.8741,29.2157,27.8682,26.6394,28.0371
4194304,18.4275,58.283,56.5238,53.2777,53.0217
8388608,39.3215,114.595,110.246,107.241,105.221
16777216,73.2063,228.773,223.795,210.596,210.819
33554432,154.076,462.974,436.615,423.51,419.656
67108864,297.191,936.5,899.327,849.803,840.334
16,0.0001,0.659456,0.837632,0.836608,0.781312
32,0.0001,0.63488,0.74752,0.909312,0.729088
64,0.0001,0.525312,0.785408,0.626688,0.598016
128,0.0002,0.451584,0.600064,0.730112,0.46592
256,0.0002,0.507904,0.70656,0.567296,0.538624
512,0.0002,0.521216,0.618496,0.746496,0.612352
1024,0.0005,0.5376,0.71168,0.649216,0.620544
2048,0.001,0.82432,0.733184,0.689152,1.24006
4096,0.002,0.559104,0.772096,0.703488,1.12026
8192,0.0032,0.635904,0.879616,0.687104,0.692224
16384,0.007,0.7424,1.00659,0.838656,0.804864
32768,0.0164,1.0199,1.31277,0.98816,0.94208
65536,0.0393,1.39366,1.64147,1.43053,1.39264
131072,0.5852,2.23949,2.44736,2.51904,2.9481
262144,1.17,4.20352,4.01715,4.62541,4.81792
524288,2.3538,7.8039,7.76602,7.62266,8.50739
1048576,4.438,14.933,14.5664,14.4947,15.063
2097152,9.0299,28.926,28.5082,26.9988,26.9722
4194304,18.5012,57.5744,56.4173,54.1573,53.3914
8388608,36.4056,114.816,111.237,105.55,106.353
16777216,79.2248,229.752,217.449,211.524,212.074
33554432,145.652,464.923,445.563,423.809,420.58
67108864,290.427,937.445,881.697,848.919,843.649
16,0.0001,0.615424,0.805888,0.85504,0.822272
32,0.0001,0.681984,0.800768,0.751616,0.779264
64,0.0001,0.458752,0.774144,1.04346,0.71168
128,0.0002,0.48128,0.815104,0.902144,0.748544
256,0.0001,0.529408,0.79872,0.730112,1.00662
512,0.0002,0.54272,0.941056,0.720896,0.70656
1024,0.0005,0.546816,1.49709,0.744448,0.764928
2048,0.001,0.596992,0.971776,0.871424,0.768
4096,0.002,0.734208,0.88064,0.902144,0.64
8192,0.0031,0.642048,0.937984,0.744448,0.949248
16384,0.007,0.806912,1.03731,0.836608,0.813056
32768,0.0166,0.976896,1.56365,1.03731,0.999424
65536,0.038,1.40902,1.85651,1.43565,1.38752
131072,0.5856,2.22106,2.43712,2.83238,3.04128
262144,1.1719,4.20454,4.10931,4.31206,4.98176
524288,2.3534,7.68205,7.6841,8.05274,8.08653
1048576,4.4369,15.2115,14.8654,14.6719,14.4937
2097152,9.4768,29.1011,29.3857,26.8595,26.8739
4194304,18.3334,57.2447,56.746,53.7928,53.504
8388608,40.6461,115.396,110.423,105.947,106.794
16777216,77.5513,232.298,223.721,211.266,210.02
33554432,148.425,463.29,436.07,423.755,421.522
67108864,291.957,935.428,900.441,849.251,839.955
16,0.0001,0.662528,0.758784,0.795648,0.84992
32,0.0001,0.472064,0.827392,0.756736,0.717824
64,0.0001,0.488448,0.78336,0.923648,0.904192
128,0.0002,0.685056,0.774144,1.01171,0.734208
256,0.0002,0.882688,0.779264,0.744448,0.705536
512,0.0002,0.493568,1.51347,0.719872,0.683008
1024,0.0005,0.503808,0.842752,0.743424,0.688128
2048,0.001,0.722944,0.945152,0.77824,0.712704
4096,0.0019,0.920576,1.01683,0.772096,0.805888
8192,0.0031,0.637952,0.937984,0.822272,0.745472
16384,0.0073,0.811008,1.1223,0.919552,0.892928
32768,0.021,1.05574,1.28717,1.05267,1.04346
65536,0.0388,1.42643,1.7152,1.50118,1.45408
131072,0.5833,2.20979,2.5385,2.58253,3.0761
262144,1.1723,4.27213,4.05197,4.3305,4.7616
524288,2.3547,7.64819,7.56838,9.49043,8.1193
1048576,4.4362,15.0139,14.1261,14.4538,14.4077
2097152,10.1236,29.5916,28.4621,27.2087,27.906
4194304,19.164,56.8596,55.7353,53.7518,53.3258
8388608,35.8954,114.572,110.326,106.073,105.84
16777216,78.8352,229.898,218.707,210.95,211.986
33554432,147.654,462.97,444.897,422.648,422.729
67108864,291.536,937.584,885.025,840.717,846.36
16,0.0001,0.594944,0.869376,0.859136,1.08749
32,0.0001,0.617472,0.714752,0.68608,0.719872
64,0.0001,0.935936,0.812032,0.786432,0.679936
128,0.0002,0.487424,0.86016,0.789504,0.710656
256,0.0001,0.474112,1.1223,0.718848,0.720896
512,0.0003,0.546816,0.78336,0.753664,0.733184
1024,0.0005,0.572416,0.86016,0.710656,0.700416
2048,0.001,0.927744,0.851968,0.7168,0.643072
4096,0.0021,0.590848,0.817152,0.704512,0.643072
8192,0.0031,0.689152,0.86528,0.748544,0.687104
16384,0.0072,0.769024,1.0025,0.843776,0.804864
32768,0.0166,0.959488,1.23187,1.28819,0.9984
65536,0.0326,1.4592,1.64762,1.49914,1.42643
131072,0.5859,2.18522,2.88256,2.60608,3.07814
262144,1.1706,4.53734,4.02842,4.31104,4.95514
524288,3.505,7.64621,7.58477,7.52026,8.03533
1048576,4.4368,14.8634,14.6606,13.8404,15.0108
2097152,9.0193,29.6131,28.9864,27.5139,27.5384
4194304,18.4972,56.9395,56.4685,53.1948,53.2163
8388608,37.8309,114.506,110.164,105.522,105.06
16777216,74.5008,229.827,225.621,208.255,209.113
33554432,146.013,463.438,435.22,423.829,420.785
67108864,299.022,933.997,901.009,851.376,843.772
16,0.0001,0.57344,0.817152,0.840704,0.789504
32,0.0001,0.572416,0.801792,0.7424,0.70656
64,0.0002,0.4864,0.755712,0.748544,0.736256
128,0.0002,0.536576,0.775168,0.728064,0.681984
256,0.0002,0.658432,0.78336,0.666624,0.647168
512,0.0006,0.521216,0.82432,0.785408,0.734208
1024,0.0004,0.770048,0.827392,0.63488,0.60416
2048,0.001,0.557056,0.76288,0.67584,0.646144
4096,0.0032,0.562176,0.746496,0.8448,0.669696
8192,0.0031,0.6144,0.88064,0.687104,0.720896
16384,0.0071,0.766976,1.31174,0.845824,0.817152
32768,0.0168,0.968704,1.24006,1.03424,1.02707
65536,0.0366,1.36602,1.62099,1.60563,1.38752
131072,0.5862,2.23232,2.41664,2.50163,2.92966
262144,1.1731,4.62848,3.9127,4.38989,4.71962
524288,2.4207,7.62368,7.37997,7.48954,8.01894
1048576,4.4366,15.2289,13.9674,15.1839,15.0364
2097152,8.8753,29.0232,29.2506,27.2302,27.4964
4194304,18.4913,58.3291,55.1209,53.3596,54.6755
8388608,41.0339,114.458,110.591,105.849,105.133
16777216,78.1409,228.725,219.739,210.699,211.296
33554432,149.54,464.554,447.506,423.775,420.321
67108864,292.042,931.971,885.183,844.709,841.899
16,0.0001,0.712704,0.838656,0.944128,0.896
32,0.0001,0.68096,0.807936,0.75776,0.72704
64,0.0001,0.488448,0.6144,0.64512,0.592896
128,0.0001,0.49664,0.627712,0.631808,0.555008
256,0.0001,0.503808,0.596992,0.575488,0.519168
512,0.0002,0.561152,0.663552,0.740352,0.589824
1024,0.0005,0.621568,0.70656,0.65024,0.622592
2048,0.001,0.570368,0.748544,0.68096,0.622592
4096,0.0019,0.577536,0.794624,0.708608,0.64512
8192,0.0031,0.900096,0.899072,0.746496,0.902144
16384,0.0106,0.761856,0.93696,0.79872,1.07418
32768,0.0194,0.9728,1.2288,1.06291,0.941056
65536,0.0354,1.55034,1.75104,1.69984,1.65478
131072,0.5828,2.2487,2.43712,2.50675,3.17645
262144,1.1753,4.18509,4.12979,4.3264,4.81485
524288,2.3525,7.88685,7.69946,7.96672,8.56166
1048576,4.6854,15.1245,14.9852,14.6924,15.1347
2097152,8.873,29.1553,28.1754,27.3664,27.0469
4194304,19.6248,56.8013,56.5627,54.6406,54.3683
8388608,37.7779,115.442,111.501,105.332,105.571
16777216,75.807,229.787,222.014,210.534,209.908
33554432,152.136,464.406,436.558,423.963,422.142
67108864,294.87,937.036,899.821,849.128,841.782
16,0.0001,0.572416,0.826368,0.935936,0.904192
32,0.0001,0.673792,0.740352,0.733184,0.797696
64,0.0001,0.635904,0.764928,0.740352,0.67584
128,0.0001,0.61952,0.776192,0.744448,0.677888
256,0.0002,0.508928,0.763904,0.851968,0.731136
512,0.0003,0.627712,0.782336,0.666624,0.877568
1024,0.0004,0.664576,1.32301,0.735232,0.745472
2048,0.001,0.581632,0.95232,0.928768,0.731136
4096,0.0019,0.894976,0.929792,0.750592,0.871424
8192,0.0031,0.644096,1.37011,0.832512,0.779264
16384,0.0069,0.766976,1.00864,0.833536,0.806912
32768,0.0191,0.974848,1.2288,1.03424,1.00045
65536,0.0384,1.36499,1.64352,1.43258,1.40595
131072,0.6401,2.22106,2.77197,2.50163,3.77856
262144,1.2024,4.3049,3.98746,4.34278,4.83738
524288,2.3429,7.86842,7.72096,7.43014,8.04966
1048576,4.4347,15.2187,14.805,14.0636,14.4753
2097152,9.2525,29.737,28.8768,27.2835,27.8538
4194304,18.6123,58.0936,56.3569,53.3658,54.5321
8388608,41.6469,114.024,109.814,105.466,105.843
16777216,71.6103,231.288,218.589,211.226,210.399
33554432,148.582,466.302,447.061,423.977,421.132
67108864,299.149,937.24,885.735,847.851,840.354
16,0.0001,0.577536,0.72192,0.720896,0.70656
32,0.0001,0.425984,0.678912,0.726016,0.751616
64,0.0001,0.50688,0.826368,0.73216,0.759808
128,0.0001,0.52224,0.836608,0.689152,0.736256
256,0.0001,0.514048,1.02298,0.748544,0.726016
512,0.0002,0.516096,0.775168,0.714752,0.7424
1024,0.0005,0.570368,0.786432,0.780288,0.59392
2048,0.0009,0.5888,0.749568,0.67584,0.6656
4096,0.002,0.586752,0.7936,0.700416,0.673792
8192,0.003,0.689152,0.85504,0.760832,0.694272
16384,0.0069,0.771072,0.93184,0.859136,0.817152
32768,0.0164,1.0025,1.19091,1.2759,1.24928
65536,0.0388,1.47558,1.76333,1.64557,1.69165
131072,0.8089,2.20467,2.90509,2.51597,3.19386
262144,1.1736,4.20454,4.20557,4.33357,4.74726
524288,2.3409,7.80288,7.73222,7.89402,8.82586
1048576,4.6668,15.1654,14.8644,14.8163,14.6432
2097152,9.3712,29.1758,28.3075,27.1862,27.0449
4194304,18.0943,57.7516,56.8596,53.7446,54.1112
8388608,39.7184,114.974,111.706,106.71,105.048
16777216,79.8045,229.941,222.075,210.652,210.102
33554432,148.192,463.582,432.721,422.207,424.569
67108864,290.397,933.826,900.699,848.34,838.196
16,0.0001,0.617472,0.790528,0.934912,0.900096
32,0.0001,0.72192,0.845824,0.795648,0.761856
64,0.0001,0.858112,0.850944,0.92672,0.897024
128,0.0001,0.637952,0.779264,0.751616,0.707584
256,0.0001,0.524288,0.789504,0.703488,0.779264
512,0.0003,0.612352,0.776192,1.02605,0.719872
1024,0.0004,0.553984,0.851968,0.708608,1.1223
2048,0.001,0.621568,1.44691,0.91136,0.692224
4096,0.002,0.557056,1.01376,1.23699,0.770048
8192,0.0031,0.651232,1.09466,1.03731,0.8192
16384,0.0072,0.812032,1.00659,0.832512,0.82432
32768,0.016,1.33018,1.22982,1.03629,1.00045
65536,0.0388,1.62099,1.64454,1.42336,1.39878
131072,0.5856,2.24563,2.41766,2.67674,2.75661
262144,1.1703,4.49126,4.00794,4.52813,4.71859
524288,2.5942,8.07629,7.40557,7.44858,7.97286
1048576,4.4812,14.636,14.4538,14.2428,14.7917
2097152,9.2812,29.5137,29.5485,26.9046,27.3172
4194304,19.1505,57.3286,55.6001,54.0324,53.1108
8388608,41.3566,114.852,109.193,106.536,105.36
16777216,73.8712,230.112,219.355,212.428,209.314
33554432,149.808,463.667,446.163,424.505,419.104
67108864,294.33,936.374,880.817,848.865,842.589
16,0.0001,0.613376,0.626688,0.710656,0.688128
32,0.0003,0.612352,0.799744,0.751616,0.71168
64,0.0001,0.49152,0.735232,0.739328,0.723968
128,0.0001,0.50176,0.730112,1.16634,0.729088
256,0.0002,0.652288,0.811008,0.726016,0.991232
512,0.0003,0.564224,0.6144,0.631808,0.607232
1024,0.0005,0.508928,0.70144,0.64512,0.610304
2048,0.001,0.55296,0.738304,0.68608,0.612352
4096,0.0019,0.582656,0.7936,0.70656,0.643072
8192,0.0032,0.603136,0.90112,0.857088,0.68608
16384,0.0069,0.867328,0.992256,0.833536,0.795648
32768,0.016,1.51962,1.21344,1.03117,1.21344
65536,0.0396,1.4121,1.82374,1.52781,1.93434
131072,0.5827,2.46477,2.46374,2.5344,2.95731
262144,1.1688,4.1984,3.98643,4.76262,4.70221
524288,2.4619,8.04966,7.41888,7.45472,8.13466
1048576,4.4374,15.1368,15.06,14.1834,15.1194
2097152,11.3818,28.5798,28.375,27.646,27.522
4194304,18.568,59.3142,56.6682,53.803,53.0883
8388608,37.8887,114.075,111.609,105.665,105.297
16777216,78.0317,230.79,223.984,210.418,211.782
33554432,149.375,465.16,435.891,423.924,419.838
67108864,293.663,935.763,899.941,848.692,841.521
16,0.0001,0.524288,0.685056,0.709632,0.66048
32,0.0001,0.692224,1.36602,0.917504,0.902144
64,0.0001,0.490496,0.823296,0.9216,0.7424
128,0.0002,0.576512,0.822272,0.731136,0.688128
256,0.0002,0.613376,0.776192,0.717824,0.782336
512,0.0003,0.534528,0.702464,0.642048,0.601088
1024,0.0005,0.545792,0.700416,0.64,0.608256
2048,0.001,0.651264,0.684032,0.683008,0.811008
4096,0.0019,0.584704,0.792576,0.703488,0.67584
8192,0.0031,0.648192,0.857088,0.745472,0.68096
16384,0.0071,0.769024,1.0025,0.846848,0.80896
32768,0.0157,1.32096,1.21344,1.04755,1.43462
65536,0.0391,1.44384,1.63533,1.43053,1.41005
131072,0.5856,2.2784,2.44736,2.79654,2.93683
262144,1.1717,4.26189,3.97414,4.97357,4.57626
524288,2.4105,7.61139,7.66054,8.16435,8.29747
1048576,4.4376,15.1992,15.0354,14.0554,14.4916
2097152,8.9916,29.4021,29.398,27.0971,27.2937
4194304,20.1855,57.4771,55.8244,53.8737,53.9689
8388608,39.4862,114.56,110.462,106.797,105.665
16777216,77.2671,231.229,219.344,212.653,209.174
33554432,149.294,465.783,446.744,425.758,419.993
67108864,296.495,936.703,882.431,846.396,841.032
16,0.0001,0.579584,0.815104,0.971776,0.930816
32,0.0002,0.65024,0.780288,0.905216,0.693248
64,0.0001,0.489472,0.761856,0.689152,0.730112
128,0.0001,0.473024,0.758784,0.755712,0.95744
256,0.0004,0.649216,0.673792,0.67072,0.702464
512,0.0005,0.523264,0.69632,1.2032,0.591872
1024,0.0004,0.55296,0.695296,0.649216,1.19501
2048,0.0009,0.546816,0.996352,0.673792,0.626688
4096,0.002,0.591872,0.807936,0.708608,0.664576
8192,0.0031,0.71168,0.925696,0.749568,0.705504
16384,0.007,0.915456,1.0199,0.843776,0.80896
32768,0.0184,0.949248,1.44077,0.989184,0.940032
65536,0.037,1.41414,2.15245,1.43667,1.38854
131072,0.5852,2.24154,2.4535,2.52211,3.06176
262144,1.1733,4.20352,4.31206,4.33766,4.7831
524288,2.3428,7.6032,8.2217,7.93088,8.30464
1048576,4.4377,14.6954,14.8357,14.2438,14.5121
2097152,10.9751,29.1185,28.5645,27.4135,26.7377
4194304,19.1931,58.2871,57.1955,52.9316,53.845
8388608,37.2873,114.251,112.338,105.711,105.159
16777216,79.3004,229.744,224.03,210.44,212.776
33554432,146.6,465.069,438.054,423.963,420.327
67108864,291.476,933.826,899.627,849.436,842.34
16,0.0001,0.745472,0.846848,0.775168,0.795648
32,0.0001,0.590848,0.914432,0.719872,0.774144
64,0.0001,0.519168,0.784384,1.05267,0.743424
128,0.0002,0.566272,0.728064,0.7424,1.32198
256,0.0002,0.54272,1.09261,0.714752,0.729088
512,0.0003,0.528384,1.72646,0.724992,0.688128
1024,0.0004,0.580608,0.7936,0.694272,0.779264
2048,0.001,0.565248,0.975872,0.801792,0.730112
4096,0.0019,0.712704,1.01069,0.750592,0.779264
8192,0.0031,0.786432,0.93696,0.98816,0.791552
16384,0.0074,0.738304,1.20832,2.07872,0.941056
32768,0.0165,1.0711,1.31891,1.44998,1.08749
65536,0.0388,1.58106,1.70189,1.78893,1.43462
131072,0.586,2.19034,3.31162,2.53338,3.31162
262144,1.1736,4.23526,4.11955,4.32128,4.82304
524288,2.3404,7.68614,7.54381,7.87149,8.80026
1048576,4.4388,14.7825,14.7773,14.7743,14.7886
2097152,11.0208,28.7396,28.5327,26.6322,28.3699
4194304,18.9857,57.4986,55.6093,53.5142,54.7031
8388608,37.2301,114.194,109.684,106.627,105.116
16777216,79.386,230.549,218.855,209.076,210.568
33554432,149.533,463.914,445.046,423.505,420.498
67108864,289.498,932.276,884.351,847.359,843.585
16,0.0001,0.731136,0.734208,0.886784,0.91136
32,0.0001,0.621568,0.73728,0.692224,0.902144
64,0.0001,0.512,0.806912,0.7168,0.704512
128,0.0002,0.488448,1.0199,0.763904,0.70656
256,0.0002,0.518144,0.777216,0.713728,0.756736
512,0.0005,0.603136,0.813056,0.642048,0.589824
1024,0.0005,0.533504,0.713728,0.638976,0.59904
2048,0.001,0.621568,0.68096,0.695296,1.3015
4096,0.002,0.585728,0.790528,0.705536,0.649216
8192,0.0031,0.646144,1.28922,0.749568,0.681984
16384,0.0071,0.769024,0.995328,0.861184,0.81408
32768,0.0395,0.9728,1.20422,1.04858,0.9984
65536,0.038,1.37421,1.94867,1.36909,1.32608
131072,0.5839,2.26816,2.47706,2.5344,2.96448
262144,1.1757,4.03558,4.0151,4.29466,4.77286
524288,2.3503,7.72403,7.57043,8.03635,8.01997
1048576,4.955,14.7937,14.976,14.4876,14.72
2097152,8.8737,29.5066,28.0934,26.625,26.8442
4194304,19.9253,57.9727,56.2606,53.8327,53.5347
8388608,37.1167,114.83,110.787,105.629,104.877
16777216,81.7435,229.821,223.769,211.94,210.492
33554432,145.575,465.268,436.794,423.242,421.256
67108864,298.909,937.393,900.824,849.522,841.359
16,0.0001,0.628736,0.782336,0.75264,0.735232
32,0.0001,0.53248,0.756736,0.965632,0.671744
64,0.0001,0.60416,0.704512,0.70144,0.692224
128,0.0001,0.521216,0.784384,0.741376,0.763904
256,0.0002,0.5376,0.795648,0.791552,0.745472
512,0.0003,0.566272,0.791552,0.713728,0.708608
1024,0.0005,0.533504,0.80896,0.75264,0.718848
2048,0.001,0.70656,0.931776,0.777216,0.995328
4096,0.0019,0.596992,1.03219,0.794624,0.760832
8192,0.0035,0.669696,1.0455,0.889856,0.840704
16384,0.0072,0.791552,1.05779,0.937984,0.937984
32768,0.0159,0.97792,1.2841,1.32506,1.08134
65536,0.0407,1.44896,1.73978,1.50118,1.45715
131072,0.5833,2.28966,2.59891,2.56819,3.19795
262144,1.602,4.23014,4.47795,4.33357,4.84966
524288,2.3522,7.89299,7.60013,8.21862,8.02406
1048576,4.4374,14.7651,14.6944,14.5265,14.4261
2097152,9.0588,29.3396,28.8307,27.7658,27.902
4194304,18.8722,57.2948,55.2479,53.4252,53.7774
8388608,39.4999,114.75,110.496,105.788,105.06
16777216,76.9839,228.871,218.206,211.905,210.509
33554432,149.059,464.975,443.439,422.668,420.736
67108864,291.253,935.737,883.943,849.388,844.955
16,0.0001,0.592896,0.893952,0.9472,0.84992
32,0.0002,0.63488,0.71168,0.827392,0.869376
64,0.0002,0.452608,0.5632,0.628736,0.602112
128,0.0002,0.451584,0.638976,0.626688,0.596992
256,0.0002,0.499712,0.65024,0.635904,0.598016
512,0.0003,0.512,0.726016,0.8448,0.864256
1024,0.0426,0.81408,0.702464,0.64512,0.605184
2048,0.001,0.55808,0.684032,0.88576,0.649216
4096,0.002,0.586752,0.786432,0.70144,0.67584
8192,0.0031,1.32813,0.9216,0.748544,0.791552
16384,0.0078,0.766976,1.02093,0.83968,0.820224
32768,0.0163,0.973824,1.21242,1.13254,1.00454
65536,0.0325,1.43872,1.61894,1.61997,1.39776
131072,0.6804,2.20672,2.45146,2.52109,3.09453
262144,1.2744,4.19635,3.98643,4.70938,4.69709
524288,2.5526,8.12237,7.6841,8.19917,7.78342
1048576,4.6976,14.9801,14.6975,15.0641,14.9412
2097152,8.9949,29.9745,28.4078,27.3582,27.3971
4194304,19.552,57.8406,56.788,53.6812,54.0805
8388608,36.3874,115.178,111.618,105.352,105.975
16777216,76.2666,229.418,224.564,210.208,209.792
33554432,148.653,463.105,437.522,422.265,420.458
67108864,293.515,937.677,900.661,848.025,842.326
16,0.0001,0.66048,0.763904,0.753664,0.746496
32,0.0001,0.67584,0.774144,0.652288,0.653312
64,0.0002,0.483328,0.801792,0.748544,0.782336
128,0.0001,0.520192,0.792576,1.00045,0.636928
256,0.0001,0.602112,0.761856,0.72192,0.695296
512,0.0002,0.509952,0.785408,0.71168,0.740352
1024,0.0004,0.64512,0.81408,0.674816,0.756736
2048,0.001,0.5632,0.970752,0.776192,0.729088
4096,0.002,0.59392,0.816128,0.71168,0.648192
8192,0.0031,0.64,1.17555,0.755712,0.6912
16384,0.007,0.765952,1.28717,0.838656,0.800768
32768,0.0154,1.00147,1.51245,1.26054,1.04038
65536,0.038,1.47866,2.03674,1.44282,1.4551
131072,0.5853,2.50266,2.46477,3.24403,3.01773
262144,1.1685,4.58342,4.03866,4.30899,4.88755
524288,2.3594,7.70355,7.48237,7.808,8.47155
1048576,5.0408,14.9074,14.423,14.9453,14.3882
2097152,11.3707,29.311,29.055,27.1688,27.8385
4194304,17.9998,57.942,55.5366,53.9054,53.7098
8388608,37.9892,114.687,110.483,104.895,105.302
16777216,73.5814,230.911,219.176,212.147,208.517
33554432,144.188,464.236,444.322,424.415,419.68
67108864,295.87,938.346,883.801,852.163,842.366
16,0.0001,0.651264,0.779264,0.789504,0.745472
32,0.0003,0.581632,0.763904,0.775168,0.743424
64,0.0002,0.495616,0.787456,0.779264,0.724992
128,0.0001,0.493568,0.927744,0.73216,0.708608
256,0.0002,0.647168,1.15712,0.719872,0.728064
512,0.0003,0.514048,0.827392,0.723968,0.731136
1024,0.0004,0.65536,0.805888,0.769024,0.726016
2048,0.001,0.585728,0.94208,0.781312,0.632832
4096,0.0018,0.613376,0.951296,0.700416,0.674816
8192,0.0038,0.63488,0.932864,0.78848,0.704512
16384,0.01,0.823296,0.996352,1.22061,0.80896
32768,0.0161,1.1817,1.22573,1.04243,1.29843
65536,0.0332,1.37216,1.6169,1.43053,1.39981
131072,0.5861,2.23642,2.42176,2.50368,2.92454
262144,1.1747,4.88038,3.9895,5.00634,4.96947
524288,2.4075,7.59706,7.39533,7.73018,8.00563
1048576,4.6676,14.9934,15.1409,14.7405,14.5347
2097152,8.8738,28.8993,27.7934,26.6895,28.2153
4194304,18.3218,58.1007,56.3046,53.5818,53.419
8388608,38.2548,114.355,110.715,105.341,105.591
16777216,75.569,230.579,223.718,212.353,212.077
33554432,150.145,462.415,434.612,421.982,419.569
67108864,292.116,933.198,898.168,848.826,839.972
16,0.0001,0.549888,0.81408,0.910336,0.869376
32,0.0001,0.615424,0.729088,0.909312,0.715776
64,0.0001,0.52736,0.817152,0.756736,0.669696
128,0.0001,0.509952,0.82944,1.02912,0.746496
256,0.0002,0.544768,0.78336,0.734208,0.6656
512,0.0003,0.781312,0.835584,0.723968,0.887808
1024,0.0005,0.598016,0.822272,0.758784,0.749568
2048,0.001,0.58368,1.24518,0.78336,0.73216
4096,0.0019,0.708608,1.00864,0.78848,0.72192
8192,0.003,0.668672,0.910336,0.797696,0.787456
16384,0.0071,0.787456,1.07418,0.856064,0.806912
32768,0.0159,0.963584,1.21958,1.06189,1.00557
65536,0.039,1.35373,1.64762,1.7193,1.33632
131072,0.7391,2.25792,2.7351,2.50675,3.39866
262144,1.1735,4.05709,3.99974,4.30387,4.736
524288,2.354,7.95034,7.69638,7.54176,8.03738
1048576,4.437,14.5736,14.551,14.463,14.6903
2097152,9.2107,29.7441,28.7334,27.1247,27.6756
4194304,19.615,57.4986,55.127,53.7149,53.6474
8388608,37.5096,114.662,109.99,105.487,105.127
16777216,77.777,230.577,220.021,210.438,211.077
33554432,145.458,466.075,443.631,424.67,419.993
67108864,296.096,936.368,883.094,852.89,843.941
16,0.0001,0.623584,0.827392,0.825344,0.760832
32,0.0001,0.529408,0.907264,0.754688,0.731136
64,0.0001,0.606208,0.652288,0.749568,0.713728
128,0.0001,0.602112,0.772096,0.6912,0.669696
256,0.0002,0.535552,0.786432,0.708608,0.712704
512,0.0002,0.545792,0.765952,0.794624,0.6912
1024,0.0005,0.602112,0.83456,0.723968,0.709632
2048,0.001,0.598016,0.862208,0.772096,0.809984
4096,0.0019,0.586752,0.745472,0.792576,0.753664
8192,0.0057,0.683008,1.0199,0.779264,0.836608
16384,0.0072,0.85504,1.07622,1.02195,0.862208
32768,0.0166,1.46944,1.28205,1.0967,1.05165
65536,0.0358,1.7521,1.65376,1.49811,1.4295
131072,0.5848,2.27123,2.49856,2.57434,3.02387
262144,1.1727,4.29978,4.13184,4.2793,5.20294
524288,2.4639,8.26266,7.83053,7.99949,8.18381
1048576,4.4385,15.1388,14.9903,14.2909,14.8173
2097152,9.2186,29.9674,27.989,27.3111,27.8641
4194304,18.9488,58.1939,56.1285,53.7047,53.2132
8388608,40.0815,115.187,110.911,107.494,104.966
16777216,77.9367,230.644,224.205,212.751,211.216
33554432,148.216,464.281,435.985,423.012,422.288
67108864,292.832,936.45,899.578,851.25,842.309
16,0.0001,0.602112,0.932864,0.893952,0.859136
